Selection	Association Name	Association Type	Significance
BRAF	Colonoscopy	Procedure	0.00335
BRAF	Iodine uptake	Procedure	0.00336
BRAF	Research design	Procedure	0.00345
BRAF	Standard therapy	Procedure	0.00345
BRAF	Compassionate use trials	Procedure	0.00346
BRAF	Cancer research	Procedure	0.00348
BRAF	Lymph node dissection	Procedure	0.00349
BRAF	Third-line therapy	Procedure	0.00351
BRAF	Osteopathic combined method	Procedure	0.00353
BRAF	Synaptophysin and hematoxylin staining method	Procedure	0.00369
BRAF	Phase I clinical trials	Procedure	0.0037
BRAF	Therapeutic radiology procedure	Procedure	0.00375
BRAF	Chemoradiotherapy	Procedure	0.00379
BRAF	Massively-parallel sequencing	Procedure	0.00388
BRAF	Pharmacogenomic study	Procedure	0.00407
BRAF	Surgical and medical procedures	Procedure	0.00411
BRAF	Rechallenge	Procedure	0.00414
BRAF	Patient selection	Procedure	0.00419
BRAF	Lactate dehydrogenase measurement	Procedure	0.0042
BRAF	Therapeutic intervention	Procedure	0.0045
BRAF	Chromogenic in situ hybridization	Procedure	0.00452
BRAF	General (procedure) toxicology screen	Procedure	0.00454
BRAF	CTCregimen	Procedure	0.0046
BRAF	Research clinical testing	Procedure	0.00463
BRAF	Thyroglobulin measurement	Procedure	0.00464
BRAF	Genome sequencing	Procedure	0.00467
BRAF	Albumin/globulin ratio	Procedure	0.00468
BRAF	Lymph node excision	Procedure	0.00471
BRAF	Translational medical research	Procedure	0.00473
BRAF	Periodic acid schiff stain method	Procedure	0.00476
BRAF	Genetic marker expression	Procedure	0.00488
BRAF	Cytodiagnosis	Procedure	0.00491
BRAF	Protein array analysis	Procedure	0.00493
BRAF	Pathology procedure	Procedure	0.00494
BRAF	Cancer diagnostics	Procedure	0.00496
BRAF	Weighing patient	Procedure	0.00503
BRAF	Immunohistochemical	Procedure	0.00511
BRAF	Molecular diagnostic testing	Procedure	0.00512
BRAF	Xeloda-oxaliplatin regimen	Procedure	0.00515
BRAF	Neoadjuvant therapy	Procedure	0.00526
BRAF	Positron-emission tomography	Procedure	0.00531
BRAF	Sentinel lymph node biopsy	Procedure	0.00532
BRAF	Subtyping	Procedure	0.00539
BRAF	Computed tomographic colonography	Procedure	0.00546
BRAF	Fluorescent in situ hybridization	Procedure	0.0055
BRAF	MGMT gene methylation	Procedure	0.00558
BRAF	Multiregional analysis	Procedure	0.00574
BRAF	Clinical trial period	Procedure	0.00575
BRAF	Adoptive cell transfer	Procedure	0.00585
BRAF	Histological diagnosis	Procedure	0.00592
BRAF	Genetic study	Procedure	0.006
BRAF	Neoplasm transplantation	Procedure	0.00601
BRAF	Systemic chemotherapy	Procedure	0.00607
BRAF	Carcinoembryonic antigen measurement	Procedure	0.00616
BRAF	Knowledge acquisition	Procedure	0.00622
BRAF	Clonality (genetic analysis)	Procedure	0.00643
BRAF	Injection of therapeutic agent	Procedure	0.0066
BRAF	Phase III (publication) clinical trial	Procedure	0.00686
BRAF	Srs	Procedure	0.00698
BRAF	Malignant cell count	Procedure	0.00711
BRAF	Nucleic acid sequencing	Procedure	0.00715
BRAF	Treatment protocols	Procedure	0.00728
BRAF	Preclinical testing	Procedure	0.0075
BRAF	Thyroid lobectomy	Procedure	0.00755
BRAF	Primer extension	Procedure	0.00756
BRAF	Bacterial count measurement	Procedure	0.00766
BRAF	Drug discovery	Procedure	0.00772
BRAF	Case series	Procedure	0.00781
BRAF	Cancer diagnosis	Procedure	0.00795
BRAF	Dose modification	Procedure	0.00807
BRAF	Transfection	Procedure	0.00829
BRAF	Western blot	Procedure	0.00841
BRAF	Unnecessary surgery	Procedure	0.00841
BRAF	Research study	Procedure	0.00843
BRAF	Second line treatment	Procedure	0.00848
BRAF	Sequential treatment	Procedure	0.00856
BRAF	Release	Procedure	0.0088
BRAF	Training programs	Procedure	0.00888
BRAF	Molecular pathology studies	Procedure	0.00889
BRAF	Calculus analysis	Procedure	0.00889
BRAF	Training	Procedure	0.0089
BRAF	Cross-sectional studies	Procedure	0.00897
BRAF	Radiation ionizing radiotherapy	Procedure	0.00921
BRAF	Radiotherapy research	Procedure	0.00921
BRAF	Serum bactericidal test	Procedure	0.00926
BRAF	Differential diagnosis	Procedure	0.00928
BRAF	VMF protocol	Procedure	0.0094
BRAF	Innovative therapies	Procedure	0.00941
BRAF	Salvage therapy	Procedure	0.00975
BRAF	Alcohol measurement	Procedure	0.00978
BRAF	CD8 expressing T cell count	Procedure	0.0103
BRAF	Electrocardiography	Procedure	0.0103
BRAF	Length of trial	Procedure	0.0105
BRAF	High sensitivity	Procedure	0.0105
BRAF	Meta analysis (statistical procedure)	Procedure	0.0106
BRAF	Wide local excision	Procedure	0.0107
BRAF	Radiosensitization	Procedure	0.011
BRAF	Intention to treat analysis	Procedure	0.011
BRAF	Thyroid stimulating hormone measurement	Procedure	0.0111
BRAF	Spectrum analysis	Procedure	0.0113
BRAF	Diagnostic use	Procedure	0.0113
BRAF	Paradigm	Procedure	0.0114
BRAF	Rapid antigen test	Procedure	0.0115
BRAF	Statistical cluster	Procedure	0.0115
BRAF	Clinical sensitivity	Procedure	0.0115
BRAF	Transplantation	Procedure	0.0117
BRAF	Oncolytic virotherapy	Procedure	0.0117
BRAF	Nursing therapy	Procedure	0.0118
BRAF	Drug repositioning	Procedure	0.0119
BRAF	Core needle biopsy	Procedure	0.012
BRAF	Electroporation therapy	Procedure	0.0121
BRAF	Exercise pain management	Procedure	0.0122
BRAF	Induction procedure	Procedure	0.0124
BRAF	Immunophenotyping	Procedure	0.0124
BRAF	Follow-up studies	Procedure	0.0125
BRAF	Immunoblotting	Procedure	0.0128
BRAF	Prevention study	Procedure	0.0128
BRAF	Sodium measurement	Procedure	0.0128
BRAF	Insulin measurement	Procedure	0.013
BRAF	Sorbitol dehydrogenase measurement	Procedure	0.013
BRAF	Colorectal cancer prevention	Procedure	0.013
BRAF	Clinical drug development	Procedure	0.013
BRAF	Phototesting	Procedure	0.013
BRAF	Growth hormone stimulation test	Procedure	0.013
BRAF	Immunoenzyme techniques	Procedure	0.0131
BRAF	Volume measurement	Procedure	0.0132
BRAF	Safety study	Procedure	0.0134
BRAF	CAPOX regimen	Procedure	0.0135
BRAF	Organ transplantation	Procedure	0.0136
BRAF	Tumour staging	Procedure	0.0137
BRAF	Topical chemotherapy	Procedure	0.0137
BRAF	Complete colonoscopy	Procedure	0.0137
BRAF	Genome-wide association study	Procedure	0.014
BRAF	Vaccination	Procedure	0.014
BRAF	Serum total cholesterol measurement	Procedure	0.014
BRAF	Current therapy	Procedure	0.0141
BRAF	Cisplatin/doxorubicin/fluorouracil protocol	Procedure	0.0141
BRAF	Plasma cell labeling index	Procedure	0.0142
BRAF	High resolution	Procedure	0.0144
BRAF	Investigational therapies	Procedure	0.0147
BRAF	Magnetic resonance spectroscopy	Procedure	0.0151
BRAF	Calcium measurement	Procedure	0.0152
BRAF	Interventional procedure	Procedure	0.0153
BRAF	Gene expression analysis	Procedure	0.0153
BRAF	Histology/cytology	Procedure	0.0153
BRAF	Tumor stem cell assay	Procedure	0.0158
BRAF	Perfusion	Procedure	0.0161
BRAF	Subsequent trial activity	Procedure	0.0162
BRAF	Cisplatin/docetaxel	Procedure	0.0162
BRAF	Combination drug therapy	Procedure	0.0164
BRAF	Ancillary study	Procedure	0.0164
BRAF	Echocardiography	Procedure	0.0165
BRAF	Biological response modifier therapy	Procedure	0.0166
BRAF	Tissue embedding	Procedure	0.0166
BRAF	Pre-clinical trial	Procedure	0.0167
BRAF	Phosphate measurement	Procedure	0.0168
BRAF	Data collection	Procedure	0.0169
BRAF	Rehabilitation therapy	Procedure	0.017
BRAF	Knock-in	Procedure	0.0171
BRAF	Electroencephalography	Procedure	0.0173
BRAF	Preclinical drug evaluation	Procedure	0.0174
BRAF	Incubation laboratory procedure	Procedure	0.0174
BRAF	Allelotype analysis	Procedure	0.0175
BRAF	Trephine biopsy	Procedure	0.0177
BRAF	Not elsewhere classified rehabilitation	Procedure	0.0178
BRAF	Microbial sensitivity tests	Procedure	0.0178
BRAF	Diagnostic neoplasm staging	Procedure	0.0179
BRAF	Renal dialysis	Procedure	0.0179
BRAF	Drug screen	Procedure	0.0184
BRAF	Culture of specimen from other site	Procedure	0.0186
BRAF	Culture of specimen from unspecified site	Procedure	0.0186
BRAF	Laboratory culture	Procedure	0.0186
BRAF	Lymphocyte count measurement	Procedure	0.0191
BRAF	Evaluation studies as topic	Procedure	0.0192
BRAF	Red blood cell count measurement	Procedure	0.0192
BRAF	Supportive care	Procedure	0.0195
BRAF	Clonality analysis	Procedure	0.0197
BRAF	Immunization	Procedure	0.0197
BRAF	Flow cytometry	Procedure	0.0198
BRAF	Adsorption	Procedure	0.0198
BRAF	FOLFOX-4 regimen	Procedure	0.02
BRAF	Combination chemotherapy	Procedure	0.0201
BRAF	Iron measurement	Procedure	0.0201
BRAF	Yeast cell measurement	Procedure	0.0202
BRAF	Fluorouracil/irinotecan/leucovorin calcium regimen (IFL)	Procedure	0.0202
BRAF	Laser-induced fluorescence endoscopy	Procedure	0.0203
BRAF	DNA resequencing	Procedure	0.0204
BRAF	Chloride measurement	Procedure	0.0204
BRAF	Neoplasm/cancer chemotherapy	Procedure	0.0204
BRAF	Longitudinal studies	Procedure	0.0205
BRAF	Diagnostic procedure	Procedure	0.0206
BRAF	Carboplatin/paclitaxel	Procedure	0.0208
BRAF	Dopamine measurement	Procedure	0.0208
BRAF	Electron microscopy	Procedure	0.0209
BRAF	Chromatography	Procedure	0.021
BRAF	Glucose measurement	Procedure	0.0213
BRAF	Interceptive treatment	Procedure	0.0213
BRAF	Large-scale sequencing	Procedure	0.0217
BRAF	Protein expression analysis	Procedure	0.022
BRAF	Anesthesia procedures	Procedure	0.022
BRAF	Carbon dioxide content measurement	Procedure	0.0221
BRAF	Blood transfusion	Procedure	0.0223
BRAF	Lipids measurement	Procedure	0.0224
BRAF	Molecular genetic technique	Procedure	0.0224
BRAF	Plasma glucose measurement	Procedure	0.0225
BRAF	Gene copy number analysis	Procedure	0.0228
BRAF	Electrocardiogram Q waves test	Procedure	0.0231
BRAF	Potassium measurement	Procedure	0.0231
BRAF	Follow-up design	Procedure	0.0232
BRAF	Nutritional study	Procedure	0.0233
BRAF	Correlative study	Procedure	0.0234
BRAF	Folfox protocol	Procedure	0.0236
BRAF	Early diagnosis	Procedure	0.0237
BRAF	Cyclophosphamide/fluorouracil/methotrexate/prednisone protocol	Procedure	0.0238
BRAF	Local therapy	Procedure	0.024
BRAF	Western blotting	Procedure	0.0241
BRAF	Protocol treatment arm	Procedure	0.0248
BRAF	Cancer care	Procedure	0.0251
BRAF	Immortalization	Procedure	0.0252
BRAF	Cytarabine/thioguanine	Procedure	0.0255
BRAF	Hemoglobin measurement	Procedure	0.0257
BRAF	Neuropsychological tests	Procedure	0.0257
BRAF	High pressure liquid chromatography procedure	Procedure	0.0261
BRAF	Laparoscopy	Procedure	0.0261
BRAF	Colorimetric cell viability assay	Procedure	0.0262
BRAF	Injection procedure	Procedure	0.0262
BRAF	Breath alcohol analysis	Procedure	0.0262
BRAF	Polymorphism analysis	Procedure	0.0263
BRAF	Prospective studies	Procedure	0.0266
BRAF	Interferon alpha measurement	Procedure	0.0267
BRAF	Chemotherapy drugs adminstered	Procedure	0.0267
BRAF	DNA purification	Procedure	0.0267
BRAF	X-ray diffraction	Procedure	0.027
BRAF	Hoechst stain	Procedure	0.0271
BRAF	Simulation	Procedure	0.0273
BRAF	Clinical treatment	Procedure	0.0273
BRAF	Albumin measurement	Procedure	0.0273
BRAF	Educational process of instructing	Procedure	0.0275
BRAF	Teaching aspects	Procedure	0.0275
BRAF	Radioimmunoassay	Procedure	0.0275
BRAF	Doxorubicin/fluorouracil/triazinate protocol	Procedure	0.0277
BRAF	Implantation procedure	Procedure	0.0279
BRAF	Validation studies	Procedure	0.028
BRAF	Tumor debulking	Procedure	0.0281
BRAF	Neoplasm diagnosis	Procedure	0.0281
BRAF	Phase I clinical trial	Procedure	0.0282
BRAF	Cellular assay	Procedure	0.0282
BRAF	Off-label use	Procedure	0.0283
BRAF	Kidney transplantation	Procedure	0.0284
BRAF	Ablation	Procedure	0.0286
BRAF	Serotonin measurement	Procedure	0.0286
BRAF	Chemotherapy regimen	Procedure	0.0288
BRAF	Pharmacodynamic study	Procedure	0.0288
BRAF	Excision	Procedure	0.0291
BRAF	Body mass index procedure	Procedure	0.0291
BRAF	Health surveys	Procedure	0.0295
BRAF	Phase I/II trial	Procedure	0.0299
BRAF	Pain measurement	Procedure	0.0299
BRAF	Dialysis procedure	Procedure	0.0305
BRAF	Conventional treatment	Procedure	0.0307
BRAF	Serum lactic dehydrogenase	Procedure	0.0311
BRAF	Selenium and vitamin E efficacy trial	Procedure	0.0313
BRAF	Health education	Procedure	0.0316
BRAF	Dietary supplementation	Procedure	0.0317
BRAF	Coronary angiography	Procedure	0.0317
BRAF	Qualitative research	Procedure	0.0317
BRAF	Randomized clinical trials	Procedure	0.032
BRAF	Drainage procedure	Procedure	0.032
BRAF	Capecitabine/oxaliplatin	Procedure	0.032
BRAF	Sample fixation	Procedure	0.0324
BRAF	Gene knockout technology	Procedure	0.0325
BRAF	Somatomedin-C measurement	Procedure	0.0326
BRAF	Observation method cytotoxicity	Procedure	0.0327
BRAF	Transfusion of blood products	Procedure	0.033
BRAF	Complete metastasectomy	Procedure	0.033
BRAF	Magnetic resonance imaging	Procedure	0.0331
BRAF	External beam radiation therapy	Procedure	0.0332
BRAF	Spermatozoa cell count	Procedure	0.0333
BRAF	Spectrophotometry	Procedure	0.034
BRAF	Therapy evaluation	Procedure	0.0341
BRAF	Interleukin 16 measurement	Procedure	0.0345
BRAF	Matrix-assisted laser desorption/ionization-time of flight mass spectrometry	Procedure	0.0349
BRAF	Nucleic acid probe procedure	Procedure	0.035
BRAF	Preclinical study	Procedure	0.0353
BRAF	Blood thyroid stimulating hormone analysis	Procedure	0.0355
BRAF	Zinc measurement	Procedure	0.036
BRAF	Double-blind method	Procedure	0.0361
BRAF	Scan thyroid gland	Procedure	0.0361
BRAF	Platelet count measurement	Procedure	0.0362
BRAF	Endocrine surgical procedures	Procedure	0.0365
BRAF	Agent combination	Procedure	0.0365
BRAF	Selective internal radiation therapy	Procedure	0.0366
BRAF	Quantitative real-time polymerase chain reaction	Procedure	0.0367
BRAF	Genetic counseling	Procedure	0.0369
BRAF	Gene knock-in techniques	Procedure	0.037
BRAF	Modified giemsa stain	Procedure	0.037
BRAF	Oxidative stress analysis	Procedure	0.0372
BRAF	Blood glucose measurement	Procedure	0.0373
BRAF	Endoscopic ultrasound-guided fine-needle aspiration	Procedure	0.0375
BRAF	Psychometrics	Procedure	0.0375
BRAF	Genetic screening	Procedure	0.0377
BRAF	Electrophoresis	Procedure	0.038
BRAF	Single-cell analysis	Procedure	0.0381
BRAF	Glomerular filtration rate	Procedure	0.0381
BRAF	Closure	Procedure	0.0382
BRAF	Fontana-masson stain method	Procedure	0.0385
BRAF	Modified radical neck dissection	Procedure	0.0386
BRAF	Cesarean section	Procedure	0.0392
BRAF	Bone mineral density test	Procedure	0.0392
BRAF	Autoradiography	Procedure	0.0393
BRAF	Gene knockout techniques	Procedure	0.0395
BRAF	Tissue processing	Procedure	0.04
BRAF	Reconstructive surgical procedures	Procedure	0.0401
BRAF	Arthroplasty	Procedure	0.0402
BRAF	Microscopy	Procedure	0.0404
BRAF	Branched DNA signal amplification assay	Procedure	0.0405
BRAF	Visual system diagnosis	Procedure	0.0411
BRAF	Triglycerides measurement	Procedure	0.0416
BRAF	Colectomy	Procedure	0.0418
BRAF	Work-up	Procedure	0.0419
BRAF	Nucleic acid assay	Procedure	0.0421
BRAF	Diagnostic radiologic examination	Procedure	0.0423
BRAF	Basic cancer research	Procedure	0.0426
BRAF	Blood coagulation tests	Procedure	0.0427
BRAF	Pet imaging, any site, not otherwise specified	Procedure	0.0428
BRAF	Interleukin 8 measurement	Procedure	0.0428
BRAF	Adjuvant radiotherapy	Procedure	0.043
BRAF	Internship and residency	Procedure	0.0434
BRAF	Hemodialysis	Procedure	0.0436
BRAF	Enzyme-linked immunosorbent assay	Procedure	0.0442
BRAF	Sequence analysis	Procedure	0.0443
BRAF	Ck2	Procedure	0.0445
BRAF	Transitional epithelial cells measurement	Procedure	0.0446
BRAF	Personality inventories	Procedure	0.0447
BRAF	Tissue inhibitor of metalloproteinase 1 measurement	Procedure	0.0451
BRAF	Crystal present or absent (lab procedure)	Procedure	0.0453
BRAF	Determination aspects	Procedure	0.0454
BRAF	Transfusion of other substance	Procedure	0.0455
BRAF	Transfusion	Procedure	0.0455
BRAF	Statistics as topic	Procedure	0.0456
BRAF	Estradiol measurement	Procedure	0.0464
BRAF	Creatinine measurement	Procedure	0.0467
BRAF	Therapeutic clinical trial	Procedure	0.0471
BRAF	Transmission electron microscopy	Procedure	0.0472
BRAF	Chemoprevention of cancer	Procedure	0.0482
BRAF	Cross-over studies	Procedure	0.0483
BRAF	Quantitative reverse transcriptase PCR	Procedure	0.0484
BRAF	Genomic screening	Procedure	0.0489
BRAF	Digital microscopy	Procedure	0.0489
BRAF	Filtration	Procedure	0.0492
BRAF	Cisplatin/gemcitabine	Procedure	0.0498
BRAF	Multiparametric analysis	Procedure	0.0499
BRAF	Research	Procedure	0.0501
BRAF	Isolation procedure	Procedure	0.0503
BRAF	Isolated limb perfusion	Procedure	0.0503
BRAF	Remission induction	Procedure	0.0504
BRAF	Tissue engineering	Procedure	0.0504
BRAF	Immunoglobulin M measurement	Procedure	0.0507
BRAF	Diagnostic tests	Procedure	0.0509
BRAF	Cranial irradiation	Procedure	0.0509
BRAF	Serum LDL cholesterol measurement	Procedure	0.0509
BRAF	Isolation aspects	Procedure	0.0512
BRAF	Ovarian cancer prevention	Procedure	0.0519
BRAF	Absorbance at 260nm	Procedure	0.0519
BRAF	Alternative therapies	Procedure	0.0523
BRAF	Intubation	Procedure	0.0528
BRAF	Laparotomy	Procedure	0.0529
BRAF	Immobilization	Procedure	0.0532
BRAF	Serologic tests	Procedure	0.0532
BRAF	Chemical procedure	Procedure	0.0535
BRAF	Biopsys colon	Procedure	0.0535
BRAF	Immunoglobulin E measurement	Procedure	0.0539
BRAF	Blinded clinical study	Procedure	0.054
BRAF	Class comparison	Procedure	0.0541
BRAF	ACP protocol	Procedure	0.0545
BRAF	Phytotherapy	Procedure	0.0545
BRAF	Adjuvant chemoradiotherapy	Procedure	0.0547
BRAF	Immunoglobulin A measurement	Procedure	0.0549
BRAF	Histocytochemistry	Procedure	0.0554
BRAF	Population research	Procedure	0.0554
BRAF	Inoculation	Procedure	0.0557
BRAF	Protein digestion (research activity)	Procedure	0.0559
BRAF	Homologous transplantation	Procedure	0.0559
BRAF	Demand	Procedure	0.0561
BRAF	Patch-clamp techniques	Procedure	0.0561
BRAF	Health services research	Procedure	0.0563
BRAF	DNA probe method	Procedure	0.0573
BRAF	Ammonia measurement	Procedure	0.0574
BRAF	Respiratory function tests	Procedure	0.0575
BRAF	Preservation technique	Procedure	0.0578
BRAF	Magnetic cell separation system	Procedure	0.0579
BRAF	Circular dichroism	Procedure	0.0587
BRAF	Angiotensin II assay	Procedure	0.059
BRAF	Color assessment	Procedure	0.0592
BRAF	Laser therapy	Procedure	0.0595
BRAF	Chemical fractionation	Procedure	0.0596
BRAF	Spectral karyotyping	Procedure	0.0601
BRAF	Positioning therapy	Procedure	0.0601
BRAF	Radiometry	Procedure	0.0604
BRAF	Dilatation action	Procedure	0.0605
BRAF	Negative staining	Procedure	0.0608
BRAF	Fibrinogen assay	Procedure	0.0608
BRAF	Prophylactic surgery	Procedure	0.0609
BRAF	Sequence alignment	Procedure	0.061
BRAF	Gel chromatography	Procedure	0.0611
BRAF	Cardiac surgery procedures	Procedure	0.0612
BRAF	Fluorodeoxyglucose positron emission tomography	Procedure	0.0613
BRAF	Drug formulation process	Procedure	0.0615
BRAF	Biologic preservation	Procedure	0.0617
BRAF	Gelatinase A	Procedure	0.0617
BRAF	Diastolic blood pressure measurement	Procedure	0.062
BRAF	Fluorouracil-leucovorin regimen (FU-LV regimen)	Procedure	0.0622
BRAF	White blood cell count procedure	Procedure	0.0624
BRAF	Retreatments	Procedure	0.0629
BRAF	Gastrectomy	Procedure	0.063
