Selection	Association Name	Association Type	Significance
ERVW-1	Sedimentation procedure	Procedure	0.00484
ERVW-1	Cisplatin/ifosfamide/mesna/mitomycin protocol	Procedure	0.00485
ERVW-1	Immunization schedule	Procedure	0.00489
ERVW-1	Electrophoresis	Procedure	0.00536
ERVW-1	Administration procedure	Procedure	0.0054
ERVW-1	Treatment study	Procedure	0.0054
ERVW-1	Therapeutic procedure	Procedure	0.00552
ERVW-1	Follow-up studies	Procedure	0.00554
ERVW-1	Linker-insertion mutagenesis	Procedure	0.00561
ERVW-1	Biolistics	Procedure	0.00579
ERVW-1	Secondary immunization	Procedure	0.0058
ERVW-1	Prospective studies	Procedure	0.00589
ERVW-1	Immunofluorescence microscopy	Procedure	0.0059
ERVW-1	Polyacrylamide gel electrophoresis	Procedure	0.00596
ERVW-1	Electron microscope tomography	Procedure	0.006
ERVW-1	Microscopy	Procedure	0.00606
ERVW-1	Immunoassay method	Procedure	0.00608
ERVW-1	Glutathione S-transferase measurement	Procedure	0.00614
ERVW-1	Immunoenzyme techniques	Procedure	0.00623
ERVW-1	Asparaginase/ifosfamide/methotrexate	Procedure	0.00626
ERVW-1	Genetic complementation test	Procedure	0.00626
ERVW-1	Serologic tests	Procedure	0.00634
ERVW-1	Isolation procedure	Procedure	0.00636
ERVW-1	Clinical trial period	Procedure	0.00647
ERVW-1	Isolation aspects	Procedure	0.0065
ERVW-1	Two-hybrid system techniques	Procedure	0.0065
ERVW-1	Knowledge acquisition	Procedure	0.0065
ERVW-1	Analytical ultracentrifugation	Procedure	0.00655
ERVW-1	Immunoglobulin G measurement	Procedure	0.00658
ERVW-1	Research	Procedure	0.00676
ERVW-1	Co-immunoprecipitation	Procedure	0.00677
ERVW-1	Therapeutic radiology procedure	Procedure	0.00684
ERVW-1	Therapeutic immunosuppression	Procedure	0.00687
ERVW-1	Volume measurement	Procedure	0.00692
ERVW-1	Gene targeting	Procedure	0.00699
ERVW-1	Lymphocyte proliferation assay	Procedure	0.00704
ERVW-1	Oligonucleotide-directed mutagenesis	Procedure	0.00715
ERVW-1	Hemagglutination inhibition tests	Procedure	0.00718
ERVW-1	Confocal microscopy	Procedure	0.00739
ERVW-1	HIV therapy	Procedure	0.00752
ERVW-1	Insertional mutagenesis	Procedure	0.00763
ERVW-1	Subtraction hybridization	Procedure	0.00765
ERVW-1	Immunoglobulin A measurement	Procedure	0.00771
ERVW-1	Squamous transitional epithelial cell count	Procedure	0.0079
ERVW-1	Interleukin 2 measurement	Procedure	0.00791
ERVW-1	Surgical and medical procedures	Procedure	0.00792
ERVW-1	Phase I clinical trial	Procedure	0.00796
ERVW-1	Hivi24ag	Procedure	0.00809
ERVW-1	Albumin/globulin ratio	Procedure	0.00821
ERVW-1	Epithelial cell count	Procedure	0.00822
ERVW-1	Removal technique	Procedure	0.00826
ERVW-1	Training programs	Procedure	0.00826
ERVW-1	Training	Procedure	0.00827
ERVW-1	Detection	Procedure	0.0084
ERVW-1	Gel chromatography	Procedure	0.00843
ERVW-1	Peptide synthesis technique	Procedure	0.00857
ERVW-1	Alcoholism prevention	Procedure	0.00865
ERVW-1	Electroporation	Procedure	0.00871
ERVW-1	Cross-sectional studies	Procedure	0.00904
ERVW-1	Pituitary isograft	Procedure	0.00904
ERVW-1	Vaccine clinical trial	Procedure	0.0091
ERVW-1	Directed molecular evolution	Procedure	0.00941
ERVW-1	Gene amplification technique	Procedure	0.00951
ERVW-1	Structural clinical interview for DSM-III	Procedure	0.00953
ERVW-1	Protein interaction mapping	Procedure	0.00955
ERVW-1	Protein sequence determination	Procedure	0.00962
ERVW-1	Linker mutagenesis	Procedure	0.0098
ERVW-1	Erythropoietin measurement	Procedure	0.00989
ERVW-1	X-ray crystallography	Procedure	0.01
ERVW-1	Research activities	Procedure	0.0103
ERVW-1	Interventional procedure	Procedure	0.0106
ERVW-1	Tomography	Procedure	0.0109
ERVW-1	Crystallography	Procedure	0.0111
ERVW-1	Vaginal instillation	Procedure	0.0113
ERVW-1	Antibody dissociation	Procedure	0.0113
ERVW-1	Pharmacotherapy	Procedure	0.0116
ERVW-1	Plaque assay	Procedure	0.0116
ERVW-1	Serotyping	Procedure	0.0118
ERVW-1	CD40 ligand measurement	Procedure	0.0119
ERVW-1	MRI	Procedure	0.0119
ERVW-1	Acidification treatment	Procedure	0.0121
ERVW-1	Acidification actcode	Procedure	0.0121
ERVW-1	Alcohol measurement	Procedure	0.0123
ERVW-1	T-cell depletion therapy	Procedure	0.0123
ERVW-1	Immunotherapy	Procedure	0.0124
ERVW-1	Cisplatin/cytarabine/etoposide protocol	Procedure	0.0125
ERVW-1	Exercise pain management	Procedure	0.0125
ERVW-1	Biopsy	Procedure	0.0126
ERVW-1	Protein sequence analysis	Procedure	0.0127
ERVW-1	Body mass index procedure	Procedure	0.0127
ERVW-1	Organism modification	Procedure	0.013
ERVW-1	Immunosorbent techniques	Procedure	0.0132
ERVW-1	Imaging techniques	Procedure	0.0135
ERVW-1	Insulin measurement	Procedure	0.0137
ERVW-1	Tryptase measurement	Procedure	0.0137
ERVW-1	Centrifugation	Procedure	0.0139
ERVW-1	Fluorescence-activated cell sorting	Procedure	0.0139
ERVW-1	Oncolytic virotherapy	Procedure	0.0139
ERVW-1	Serodiagnosis	Procedure	0.0141
ERVW-1	Interferon therapy	Procedure	0.0141
ERVW-1	Cisplatin/doxorubicin/mitomycin protocol	Procedure	0.0142
ERVW-1	Therapeutic intervention	Procedure	0.0142
ERVW-1	Interferon alpha measurement	Procedure	0.0142
ERVW-1	Molecular sieve chromatography	Procedure	0.0144
ERVW-1	Nursing therapy	Procedure	0.0145
ERVW-1	Glucose measurement	Procedure	0.0146
ERVW-1	Southern blot assay	Procedure	0.0146
ERVW-1	Highly active antiretroviral therapy	Procedure	0.0146
ERVW-1	High-throughput screening assays	Procedure	0.0146
ERVW-1	Administration of vaccine to produce active immunity	Procedure	0.0146
ERVW-1	Spectrometry, mass, matrix-assisted laser desorption-ionization	Procedure	0.0147
ERVW-1	Viral isolation	Procedure	0.0148
ERVW-1	Mucosal administration	Procedure	0.0148
ERVW-1	Intravaginal administration	Procedure	0.0149
ERVW-1	Gel electrophoresis (lab technique)	Procedure	0.0152
ERVW-1	Plasma glucose measurement	Procedure	0.0154
ERVW-1	Discussion	Procedure	0.0154
ERVW-1	Homology modeling	Procedure	0.0155
ERVW-1	Chromatography	Procedure	0.0156
ERVW-1	Research design	Procedure	0.0156
ERVW-1	Negative selection	Procedure	0.0156
ERVW-1	Immunolabeling techniques	Procedure	0.0156
ERVW-1	Doxorubicin/melphalan/teniposide regimen (MAV)	Procedure	0.0157
ERVW-1	DNA expression	Procedure	0.016
ERVW-1	Real-time polymerase chain reaction	Procedure	0.0161
ERVW-1	Drug discovery	Procedure	0.0163
ERVW-1	Radiation ionizing radiotherapy	Procedure	0.0163
ERVW-1	Radiotherapy research	Procedure	0.0163
ERVW-1	Precursor plasma cell count	Procedure	0.0163
ERVW-1	Randomized controlled trials as topic	Procedure	0.0163
ERVW-1	Monoclonal antibody therapy	Procedure	0.0165
ERVW-1	Logistic regression	Procedure	0.0165
ERVW-1	Radioimmunoassay	Procedure	0.0167
ERVW-1	VMV protocol	Procedure	0.0168
ERVW-1	HIV-2 antibody measurement	Procedure	0.0168
ERVW-1	Electrophoresis, gel, two-dimensional	Procedure	0.0172
ERVW-1	Molecular cloning	Procedure	0.0174
ERVW-1	High-frequency ventilation	Procedure	0.0175
ERVW-1	Nested polymerase chain reaction	Procedure	0.0176
ERVW-1	Heat denaturation	Procedure	0.0181
ERVW-1	Data collection	Procedure	0.0183
ERVW-1	Gene fusion	Procedure	0.0185
ERVW-1	Prospective cohort study	Procedure	0.0185
ERVW-1	Solid-phase synthesis techniques	Procedure	0.0186
ERVW-1	X-ray computed tomography	Procedure	0.0187
ERVW-1	Directed evolution	Procedure	0.0187
ERVW-1	Radionuclide imaging	Procedure	0.0188
ERVW-1	Density gradient centrifugation	Procedure	0.0189
ERVW-1	Radiation hybrid mapping	Procedure	0.0189
ERVW-1	Artificial gene fusion	Procedure	0.019
ERVW-1	Dynamic simulation	Procedure	0.0192
ERVW-1	Electroencephalography	Procedure	0.0192
ERVW-1	Incubation laboratory procedure	Procedure	0.0195
ERVW-1	Echocardiography	Procedure	0.0195
ERVW-1	Antiretroviral therapy	Procedure	0.0201
ERVW-1	Immunodiagnosis	Procedure	0.0202
ERVW-1	Monitoring clinical trials	Procedure	0.0203
ERVW-1	Adsorption	Procedure	0.0205
ERVW-1	Perfusion	Procedure	0.0205
ERVW-1	Antineoplastic combined chemotherapy protocols	Procedure	0.0206
ERVW-1	Lymphocytotoxicity assay	Procedure	0.0208
ERVW-1	Magnetic resonance imaging	Procedure	0.021
ERVW-1	DNA sequence analysis	Procedure	0.0213
ERVW-1	Fluorescence microscopy	Procedure	0.0215
ERVW-1	CCV protocol	Procedure	0.0216
ERVW-1	Combined modality therapy	Procedure	0.0218
ERVW-1	Case-control studies	Procedure	0.0219
ERVW-1	Deletion mutagenesis	Procedure	0.0219
ERVW-1	Deep sequencing	Procedure	0.0221
ERVW-1	Ifosfamide/methotrexate/procarbazine protocol	Procedure	0.0223
ERVW-1	Gene delivery systems	Procedure	0.0223
ERVW-1	Protein array analysis	Procedure	0.0224
ERVW-1	Blood screening	Procedure	0.0224
ERVW-1	Lymphocyte depletion	Procedure	0.0228
ERVW-1	Drug formulation process	Procedure	0.0229
ERVW-1	Meta analysis (statistical procedure)	Procedure	0.0231
ERVW-1	Data transformation	Procedure	0.0232
ERVW-1	Cellular assay	Procedure	0.0233
ERVW-1	Research study	Procedure	0.0236
ERVW-1	Bleomycin/doxorubicin/lomustine/streptozocin protocol	Procedure	0.0236
ERVW-1	Expression cloning	Procedure	0.0237
ERVW-1	Nuclease protection assays	Procedure	0.0237
ERVW-1	Nucleotide mapping	Procedure	0.0244
ERVW-1	Passive antibody transfer	Procedure	0.0252
ERVW-1	Lymphoma cell count	Procedure	0.0256
ERVW-1	SELEX aptamer technique	Procedure	0.0256
ERVW-1	Functional activities	Procedure	0.026
ERVW-1	CCV-AV protocol	Procedure	0.0265
ERVW-1	Nutritional study	Procedure	0.027
ERVW-1	Radiotherapy fractionation	Procedure	0.0271
ERVW-1	Pilot projects	Procedure	0.0272
ERVW-1	Doxorubicin/fluorouracil/triazinate protocol	Procedure	0.0273
ERVW-1	High throughput screening	Procedure	0.0275
ERVW-1	Cyclophosphamide/prednisolone/teniposide	Procedure	0.0279
ERVW-1	Diagnostic radiologic examination	Procedure	0.0279
ERVW-1	Titrimetry	Procedure	0.0281
ERVW-1	Rapid antigen test	Procedure	0.0283
ERVW-1	Patient selection	Procedure	0.0288
ERVW-1	Interleukin 16 measurement	Procedure	0.0289
ERVW-1	Observation in research	Procedure	0.029
ERVW-1	Carbon dioxide content measurement	Procedure	0.0293
ERVW-1	Teaching aspects	Procedure	0.0296
ERVW-1	Educational process of instructing	Procedure	0.0297
ERVW-1	Interleukin 9 measurement	Procedure	0.0298
ERVW-1	Yeast cell measurement	Procedure	0.0299
ERVW-1	Tryptic digestion	Procedure	0.0301
ERVW-1	Iron measurement	Procedure	0.0302
ERVW-1	Calorimetry	Procedure	0.0304
ERVW-1	Efficacy study	Procedure	0.0307
ERVW-1	Observation diagnostic procedure	Procedure	0.0308
ERVW-1	Hemaglutination inhibition	Procedure	0.0308
ERVW-1	Electromyography	Procedure	0.0308
ERVW-1	Neuropsychological tests	Procedure	0.0309
ERVW-1	Chemical fractionation	Procedure	0.031
ERVW-1	Statistics as topic	Procedure	0.0311
ERVW-1	Electrocardiogram Q waves test	Procedure	0.0315
ERVW-1	Implantation procedure	Procedure	0.0316
ERVW-1	Mass spectrometry	Procedure	0.0318
ERVW-1	Tumor necrosis factor measurement	Procedure	0.032
ERVW-1	Drainage procedure	Procedure	0.0323
ERVW-1	Nucleic acid hybridization procedure	Procedure	0.0324
ERVW-1	Dietary supplementation	Procedure	0.0324
ERVW-1	Comparative analysis	Procedure	0.0325
ERVW-1	Hemagglutination test	Procedure	0.0325
ERVW-1	Antibody therapy	Procedure	0.0327
ERVW-1	Carmustine/cytarabine/etoposide/melphalan regimen	Procedure	0.0327
ERVW-1	Disease screening	Procedure	0.0328
ERVW-1	Screening for cancer	Procedure	0.033
ERVW-1	DNA sequence determinations	Procedure	0.0334
ERVW-1	Choriogonadotropin beta measurement	Procedure	0.0343
ERVW-1	Glycan analysis	Procedure	0.0346
ERVW-1	Pain management	Procedure	0.0348
ERVW-1	Hemoglobin measurement	Procedure	0.0351
ERVW-1	Complement c3b measurement	Procedure	0.0353
ERVW-1	Observation method magnetic resonance	Procedure	0.0354
ERVW-1	Subcellular fractionation	Procedure	0.0367
ERVW-1	Closure	Procedure	0.0367
ERVW-1	Longitudinal studies	Procedure	0.038
ERVW-1	Dopamine measurement	Procedure	0.0382
ERVW-1	Pain measurement	Procedure	0.039
ERVW-1	Potassium measurement	Procedure	0.0395
ERVW-1	Observational study	Procedure	0.0398
ERVW-1	Dose fractionation	Procedure	0.0401
ERVW-1	Nuclear magnetic resonance spectroscopy	Procedure	0.0405
ERVW-1	Positron-emission tomography	Procedure	0.0405
ERVW-1	Insulin C-peptide measurement	Procedure	0.0407
ERVW-1	Squamous epithelial cell count	Procedure	0.041
ERVW-1	Demand	Procedure	0.0412
ERVW-1	Revision procedure	Procedure	0.0414
ERVW-1	Norepinephrine measurement	Procedure	0.0419
ERVW-1	Differential diagnosis	Procedure	0.0421
ERVW-1	Histology procedure	Procedure	0.0421
ERVW-1	Serotonin measurement	Procedure	0.0421
ERVW-1	Color assessment	Procedure	0.0422
ERVW-1	Validation	Procedure	0.0424
ERVW-1	Logistic regression analysis	Procedure	0.0424
ERVW-1	CD3 expressing T cell count	Procedure	0.0426
ERVW-1	Oxidative stress analysis	Procedure	0.0427
ERVW-1	Cisplatin/etoposide/ifosfamide protocol	Procedure	0.0427
ERVW-1	Transplantation	Procedure	0.0431
ERVW-1	Cesarean section	Procedure	0.0436
ERVW-1	Staining method	Procedure	0.0443
ERVW-1	Gene knockdown techniques	Procedure	0.0448
ERVW-1	Interferon gamma measurement	Procedure	0.045
ERVW-1	Vaginal douching	Procedure	0.045
ERVW-1	Total testosterone measurement	Procedure	0.045
ERVW-1	Biotelemetry	Procedure	0.045
ERVW-1	Immunophenotyping	Procedure	0.0452
ERVW-1	Protein footprinting	Procedure	0.0455
ERVW-1	Mass screening	Procedure	0.046
ERVW-1	Biomedical research	Procedure	0.0462
ERVW-1	Bleomycin/cisplatin/methotrexate protocol	Procedure	0.0463
ERVW-1	Lipids measurement	Procedure	0.0465
ERVW-1	Protein analysis	Procedure	0.0472
ERVW-1	Macrophage inflammatory protein 1 beta measurement	Procedure	0.0473
ERVW-1	Immunodiffusion measurement	Procedure	0.0475
ERVW-1	Heteroduplex analysis	Procedure	0.0475
ERVW-1	Immunoperoxidase techniques	Procedure	0.0482
ERVW-1	Protein purification	Procedure	0.0483
ERVW-1	Click chemistry	Procedure	0.0492
ERVW-1	Blood coagulation tests	Procedure	0.0493
ERVW-1	CTL assay	Procedure	0.0499
ERVW-1	Intranasal administration	Procedure	0.05
ERVW-1	Laboratory procedures	Procedure	0.0502
ERVW-1	Pathology procedure	Procedure	0.0504
ERVW-1	Nucleic acid amplification tests	Procedure	0.0506
ERVW-1	Yeast two-hybrid system techniques	Procedure	0.051
ERVW-1	CD40 measurement	Procedure	0.0514
ERVW-1	Bone mineral density test	Procedure	0.0514
ERVW-1	Analgesia	Procedure	0.0516
ERVW-1	Deuterium exchange measurement	Procedure	0.0517
ERVW-1	Kidney transplantation	Procedure	0.0527
ERVW-1	Diagnostic imaging	Procedure	0.0529
ERVW-1	Reperfusion therapy	Procedure	0.053
ERVW-1	Early diagnosis	Procedure	0.0531
ERVW-1	FEC protocol	Procedure	0.0533
ERVW-1	Profile (lab procedure)	Procedure	0.0544
ERVW-1	Northern blotting	Procedure	0.0544
ERVW-1	Staining and labeling	Procedure	0.055
ERVW-1	Population surveillance	Procedure	0.0552
ERVW-1	Isoelectric focusing	Procedure	0.0555
ERVW-1	Cell separation	Procedure	0.0563
ERVW-1	Sample fixation	Procedure	0.0563
ERVW-1	Seroepidemiologic studies	Procedure	0.0566
ERVW-1	Evaluation studies as topic	Procedure	0.0567
ERVW-1	Infertility study	Procedure	0.0567
ERVW-1	Cortisol measurement	Procedure	0.057
ERVW-1	Respiratory function tests	Procedure	0.057
ERVW-1	VQ ventilation perfusion scan	Procedure	0.0572
ERVW-1	Spectrophotometry	Procedure	0.0573
ERVW-1	Comparative study research	Procedure	0.0577
ERVW-1	High-throughput nucleotide sequencing	Procedure	0.0581
ERVW-1	Yeast three-hybrid system techniques	Procedure	0.0585
ERVW-1	Platelet count measurement	Procedure	0.0587
ERVW-1	Diagnostic radiology modality	Procedure	0.0591
ERVW-1	Yeast one/two-hybrid system	Procedure	0.0591
ERVW-1	Complement fixation tests	Procedure	0.0592
ERVW-1	Organ transplantation	Procedure	0.0596
ERVW-1	Cyclophosphamide/dactinomycin/vincristine protocol	Procedure	0.0598
ERVW-1	Cyclophosphamide/doxorubicin/vinblastine protocol	Procedure	0.0598
ERVW-1	Cyclophosphamide/dactinomycin/vinblastine protocol	Procedure	0.0598
ERVW-1	Vitamin D measurement	Procedure	0.0602
ERVW-1	Statistical analysis	Procedure	0.0604
ERVW-1	Genetic analysis	Procedure	0.0605
ERVW-1	Adoptive transfer	Procedure	0.0608
ERVW-1	Immunological methods	Procedure	0.0626
ERVW-1	Observation method algorithm	Procedure	0.0628
ERVW-1	Fluorescence resonance energy transfer	Procedure	0.063
ERVW-1	Api 20ne	Procedure	0.0631
ERVW-1	Spectrum analysis	Procedure	0.0632
ERVW-1	Protocol treatment arm	Procedure	0.0633
ERVW-1	Gas chromatography-mass spectrometry	Procedure	0.0638
ERVW-1	Feasibility studies	Procedure	0.0639
ERVW-1	Treatment options	Procedure	0.0641
ERVW-1	Double-blind method	Procedure	0.0646
ERVW-1	Immunologic tests	Procedure	0.0652
ERVW-1	Disability evaluation	Procedure	0.0653
ERVW-1	Doxorubicin/etoposide/methotrexate protocol	Procedure	0.0655
ERVW-1	Gene expression profiling	Procedure	0.0662
ERVW-1	Histamine measurement	Procedure	0.0662
ERVW-1	Infiltration	Procedure	0.0669
ERVW-1	Neurosurgical procedures	Procedure	0.0671
ERVW-1	X-ray diffraction	Procedure	0.0673
ERVW-1	Progesterone measurement	Procedure	0.0674
ERVW-1	Statistical cluster	Procedure	0.0683
ERVW-1	Analytical centrifugation	Procedure	0.0683
ERVW-1	Determination aspects	Procedure	0.0685
ERVW-1	Transgenic technology	Procedure	0.0689
ERVW-1	Ammonia measurement	Procedure	0.0692
ERVW-1	Transferrin measurement	Procedure	0.0694
ERVW-1	Heinz-ehrlich body measurement	Procedure	0.0694
ERVW-1	Acetylcholine measurement	Procedure	0.0695
ERVW-1	Acoustic stimulation	Procedure	0.0695
ERVW-1	Cisplatin/fluorouracil/vinblastine	Procedure	0.0697
ERVW-1	In situ nick-end labeling	Procedure	0.0699
ERVW-1	Cyclophosphamide/doxorubicin/tamoxifen protocol	Procedure	0.0699
ERVW-1	Amputation	Procedure	0.0699
ERVW-1	Interleukin 12 measurement	Procedure	0.0702
ERVW-1	Visual analog pain scale	Procedure	0.0703
ERVW-1	Liposome-mediated gene transfer	Procedure	0.0706
ERVW-1	Homologous transplantation	Procedure	0.0707
ERVW-1	Enzyme model	Procedure	0.0711
ERVW-1	Test, cytology, digestive	Procedure	0.0712
ERVW-1	Radiology studies	Procedure	0.072
ERVW-1	General (procedure) toxicology screen	Procedure	0.0729
ERVW-1	Serum trypsin inhibitor	Procedure	0.0739
ERVW-1	Phytotherapy	Procedure	0.0744
ERVW-1	Genome sequencing	Procedure	0.0748
ERVW-1	Negative staining	Procedure	0.0749
ERVW-1	High-throughput RNA sequencing	Procedure	0.0751
ERVW-1	Cocrystallography	Procedure	0.0752
ERVW-1	Macrophage-derived chemokine measurement	Procedure	0.0763
ERVW-1	Cytarabine/thioguanine	Procedure	0.077
ERVW-1	Pet imaging, any site, not otherwise specified	Procedure	0.0771
ERVW-1	Phosphate measurement	Procedure	0.0777
ERVW-1	Curriculum aspects	Procedure	0.0781
ERVW-1	Two-dimensional electrophoresis	Procedure	0.0782
ERVW-1	RNA analysis	Procedure	0.0783
ERVW-1	Neurologic examination	Procedure	0.0783
ERVW-1	Estradiol measurement	Procedure	0.0786
ERVW-1	Optical coherence tomography	Procedure	0.0788
ERVW-1	Antidiuretic hormone measurement	Procedure	0.0789
ERVW-1	Bolus infusion	Procedure	0.0795
