Selection	Association Name	Association Type	Significance
Spike Glycoprotein, Coronavirus	Inoculation	Procedure	0.00368
Spike Glycoprotein, Coronavirus	Serum neutralization	Procedure	0.00431
Spike Glycoprotein, Coronavirus	Passive immunization procedure	Procedure	0.00474
Spike Glycoprotein, Coronavirus	Serotherapy	Procedure	0.00491
Spike Glycoprotein, Coronavirus	Sequence insertion	Procedure	0.00556
Spike Glycoprotein, Coronavirus	The science and art of healing	Procedure	0.0057
Spike Glycoprotein, Coronavirus	Transfection	Procedure	0.00581
Spike Glycoprotein, Coronavirus	Immunoglobulin A measurement	Procedure	0.00587
Spike Glycoprotein, Coronavirus	Electroporation	Procedure	0.00594
Spike Glycoprotein, Coronavirus	Polymerase chain reaction	Procedure	0.00643
Spike Glycoprotein, Coronavirus	Far-western blotting	Procedure	0.0065
Spike Glycoprotein, Coronavirus	Passage tissue culture technique	Procedure	0.00663
Spike Glycoprotein, Coronavirus	Booster	Procedure	0.0074
Spike Glycoprotein, Coronavirus	CD8 expressing T cell count	Procedure	0.00788
Spike Glycoprotein, Coronavirus	Passive immunotherapy	Procedure	0.00789
Spike Glycoprotein, Coronavirus	Ifosfamide/lomustine/vinblastine	Procedure	0.00803
Spike Glycoprotein, Coronavirus	Circular dichroism	Procedure	0.00944
Spike Glycoprotein, Coronavirus	Viral isolation	Procedure	0.00948
Spike Glycoprotein, Coronavirus	Asparaginase/prednisone/vincristine protocol	Procedure	0.00954
Spike Glycoprotein, Coronavirus	RNA sequence analysis	Procedure	0.0096
Spike Glycoprotein, Coronavirus	Immune fluorescence	Procedure	0.00973
Spike Glycoprotein, Coronavirus	Serotyping	Procedure	0.00996
Spike Glycoprotein, Coronavirus	Isolation aspects	Procedure	0.00997
Spike Glycoprotein, Coronavirus	Isolation procedure	Procedure	0.0101
Spike Glycoprotein, Coronavirus	Flow cytometry	Procedure	0.0102
Spike Glycoprotein, Coronavirus	Radioimmunoprecipitation assay	Procedure	0.0102
Spike Glycoprotein, Coronavirus	Squamous transitional epithelial cell count	Procedure	0.0119
Spike Glycoprotein, Coronavirus	Induction procedure	Procedure	0.012
Spike Glycoprotein, Coronavirus	Western blotting	Procedure	0.012
Spike Glycoprotein, Coronavirus	Analysis	Procedure	0.0121
Spike Glycoprotein, Coronavirus	Epithelial cell count	Procedure	0.0122
Spike Glycoprotein, Coronavirus	Cyclophosphamide/doxorubicin/vincristine protocol	Procedure	0.0123
Spike Glycoprotein, Coronavirus	Immunoglobulin G measurement	Procedure	0.0125
Spike Glycoprotein, Coronavirus	Genetic analysis	Procedure	0.0126
Spike Glycoprotein, Coronavirus	Secondary immunization	Procedure	0.0126
Spike Glycoprotein, Coronavirus	Detection	Procedure	0.0135
Spike Glycoprotein, Coronavirus	Surface plasmon resonance	Procedure	0.0138
Spike Glycoprotein, Coronavirus	Hemagglutination inhibition tests	Procedure	0.0142
Spike Glycoprotein, Coronavirus	Sds-page	Procedure	0.015
Spike Glycoprotein, Coronavirus	Immunoprecipitation	Procedure	0.0163
Spike Glycoprotein, Coronavirus	Angiotensin converting enzyme measurement	Procedure	0.0163
Spike Glycoprotein, Coronavirus	Administration procedure	Procedure	0.0173
Spike Glycoprotein, Coronavirus	Treatment study	Procedure	0.0173
Spike Glycoprotein, Coronavirus	Therapeutic procedure	Procedure	0.0177
Spike Glycoprotein, Coronavirus	Virus cultivation	Procedure	0.0182
Spike Glycoprotein, Coronavirus	Glutathione S-transferase measurement	Procedure	0.0186
Spike Glycoprotein, Coronavirus	Genome sequencing	Procedure	0.0186
Spike Glycoprotein, Coronavirus	Seroepidemiologic studies	Procedure	0.0192
Spike Glycoprotein, Coronavirus	Lymphocyte proliferation assay	Procedure	0.0193
Spike Glycoprotein, Coronavirus	Scientific study	Procedure	0.0213
Spike Glycoprotein, Coronavirus	Study	Procedure	0.0213
Spike Glycoprotein, Coronavirus	DICOM study	Procedure	0.0213
Spike Glycoprotein, Coronavirus	Biotinylation	Procedure	0.0214
Spike Glycoprotein, Coronavirus	Cloning	Procedure	0.0216
Spike Glycoprotein, Coronavirus	Serologic tests	Procedure	0.0222
Spike Glycoprotein, Coronavirus	Clinical research	Procedure	0.0224
Spike Glycoprotein, Coronavirus	Immunization schedule	Procedure	0.0238
Spike Glycoprotein, Coronavirus	Affinity chromatography	Procedure	0.0239
Spike Glycoprotein, Coronavirus	Genetic screening method	Procedure	0.024
Spike Glycoprotein, Coronavirus	Immunoglobulin measurement	Procedure	0.0241
Spike Glycoprotein, Coronavirus	Indirect immunofluorescent antibody	Procedure	0.0255
Spike Glycoprotein, Coronavirus	Serodiagnosis	Procedure	0.0256
Spike Glycoprotein, Coronavirus	Clinical trials	Procedure	0.026
Spike Glycoprotein, Coronavirus	Indirect immunofluorescence	Procedure	0.0261
Spike Glycoprotein, Coronavirus	Antibody studies	Procedure	0.0261
Spike Glycoprotein, Coronavirus	Albumin/globulin ratio	Procedure	0.0306
Spike Glycoprotein, Coronavirus	Protein interaction mapping	Procedure	0.0311
Spike Glycoprotein, Coronavirus	Fluorescence-activated cell sorting	Procedure	0.034
Spike Glycoprotein, Coronavirus	Retrospective studies	Procedure	0.036
Spike Glycoprotein, Coronavirus	Taking of swab	Procedure	0.0398
Spike Glycoprotein, Coronavirus	Follow-up studies	Procedure	0.0423
Spike Glycoprotein, Coronavirus	Prospective studies	Procedure	0.0432
Spike Glycoprotein, Coronavirus	Efficacy study	Procedure	0.044
Spike Glycoprotein, Coronavirus	Therapeutic radiology procedure	Procedure	0.0489
Spike Glycoprotein, Coronavirus	Serologic diagnosis	Procedure	0.0494
Spike Glycoprotein, Coronavirus	Volume measurement	Procedure	0.0499
Spike Glycoprotein, Coronavirus	Peptide mapping	Procedure	0.0507
Spike Glycoprotein, Coronavirus	Carmustine/doxorubicin/fluorouracil protocol	Procedure	0.0523
Spike Glycoprotein, Coronavirus	Real-time polymerase chain reaction	Procedure	0.0528
Spike Glycoprotein, Coronavirus	Magnetic resonance imaging	Procedure	0.0535
Spike Glycoprotein, Coronavirus	Interventional procedure	Procedure	0.0536
Spike Glycoprotein, Coronavirus	Nested polymerase chain reaction	Procedure	0.0538
Spike Glycoprotein, Coronavirus	Clinical trial period	Procedure	0.0542
Spike Glycoprotein, Coronavirus	Agglutination tests	Procedure	0.0543
Spike Glycoprotein, Coronavirus	Surveillance program	Procedure	0.0551
Spike Glycoprotein, Coronavirus	Immunoblotting	Procedure	0.0564
Spike Glycoprotein, Coronavirus	Co-immunoprecipitation	Procedure	0.0569
Spike Glycoprotein, Coronavirus	Interleukin 12 measurement	Procedure	0.057
Spike Glycoprotein, Coronavirus	Negative selection	Procedure	0.0573
Spike Glycoprotein, Coronavirus	Molecular typing	Procedure	0.0578
Spike Glycoprotein, Coronavirus	Immunofluorescence microscopy	Procedure	0.0589
Spike Glycoprotein, Coronavirus	Roesy	Procedure	0.0592
Spike Glycoprotein, Coronavirus	Immunologic tests	Procedure	0.0599
Spike Glycoprotein, Coronavirus	Quantitative reverse transcriptase PCR	Procedure	0.0608
Spike Glycoprotein, Coronavirus	Vaccine research	Procedure	0.0614
Spike Glycoprotein, Coronavirus	Imaging techniques	Procedure	0.0633
Spike Glycoprotein, Coronavirus	Vaccine administration	Procedure	0.0637
Spike Glycoprotein, Coronavirus	Gene amplification technique	Procedure	0.064
Spike Glycoprotein, Coronavirus	Prevention study	Procedure	0.0642
Spike Glycoprotein, Coronavirus	Research	Procedure	0.0642
Spike Glycoprotein, Coronavirus	Precipitin tests	Procedure	0.0643
Spike Glycoprotein, Coronavirus	Seroprevalence	Procedure	0.0643
Spike Glycoprotein, Coronavirus	Molecular analysis	Procedure	0.0653
Spike Glycoprotein, Coronavirus	Microscopy	Procedure	0.0699
Spike Glycoprotein, Coronavirus	Carcinoembryonic antigen measurement	Procedure	0.0731
Spike Glycoprotein, Coronavirus	Culture of specimen from other site	Procedure	0.0739
Spike Glycoprotein, Coronavirus	Culture of specimen from unspecified site	Procedure	0.0739
Spike Glycoprotein, Coronavirus	Laboratory culture	Procedure	0.0739
Spike Glycoprotein, Coronavirus	Animal testing	Procedure	0.0752
Spike Glycoprotein, Coronavirus	Diagnosis study	Procedure	0.0754
Spike Glycoprotein, Coronavirus	High sensitivity	Procedure	0.0776
Spike Glycoprotein, Coronavirus	Glucose measurement	Procedure	0.0778
Spike Glycoprotein, Coronavirus	Cytarabine/thioguanine	Procedure	0.0779
Spike Glycoprotein, Coronavirus	Surgical and medical procedures	Procedure	0.0793
Spike Glycoprotein, Coronavirus	Plasma glucose measurement	Procedure	0.0797
Spike Glycoprotein, Coronavirus	DNA mutational analysis	Procedure	0.0802
Spike Glycoprotein, Coronavirus	Protein engineering	Procedure	0.0811
Spike Glycoprotein, Coronavirus	Acidification treatment	Procedure	0.0823
Spike Glycoprotein, Coronavirus	Acidification actcode	Procedure	0.0823
Spike Glycoprotein, Coronavirus	Baculovirus expression system	Procedure	0.0837
Spike Glycoprotein, Coronavirus	Rapid antigen test	Procedure	0.0854
Spike Glycoprotein, Coronavirus	X-ray crystallography	Procedure	0.0858
Spike Glycoprotein, Coronavirus	Tomography	Procedure	0.0892
Spike Glycoprotein, Coronavirus	Crystallography	Procedure	0.0905
Spike Glycoprotein, Coronavirus	Case-control studies	Procedure	0.091
Spike Glycoprotein, Coronavirus	Genetic techniques	Procedure	0.0938
Spike Glycoprotein, Coronavirus	Asparaginase/ifosfamide/methotrexate	Procedure	0.1
Spike Glycoprotein, Coronavirus	Doxorubicin/floxuridine/mitomycin protocol	Procedure	0.101
Spike Glycoprotein, Coronavirus	Research activities	Procedure	0.105
Spike Glycoprotein, Coronavirus	Calcium measurement	Procedure	0.105
Spike Glycoprotein, Coronavirus	Bacterial count measurement	Procedure	0.106
Spike Glycoprotein, Coronavirus	DNA shuffling	Procedure	0.106
Spike Glycoprotein, Coronavirus	Gene cloning	Procedure	0.107
Spike Glycoprotein, Coronavirus	Ethanol ablation therapy	Procedure	0.108
Spike Glycoprotein, Coronavirus	Excision	Procedure	0.11
Spike Glycoprotein, Coronavirus	Radiation ionizing radiotherapy	Procedure	0.11
Spike Glycoprotein, Coronavirus	Radiotherapy research	Procedure	0.11
Spike Glycoprotein, Coronavirus	Molecular modeling	Procedure	0.111
Spike Glycoprotein, Coronavirus	Two-hybrid system techniques	Procedure	0.113
Spike Glycoprotein, Coronavirus	Lymphocyte depletion	Procedure	0.113
Spike Glycoprotein, Coronavirus	CD4 expressing T cell count	Procedure	0.114
Spike Glycoprotein, Coronavirus	HAC protocol	Procedure	0.117
Spike Glycoprotein, Coronavirus	Drug discovery	Procedure	0.12
Spike Glycoprotein, Coronavirus	Diagnostic tests	Procedure	0.124
Spike Glycoprotein, Coronavirus	Image cytometry	Procedure	0.124
Spike Glycoprotein, Coronavirus	Interleukin 8 measurement	Procedure	0.124
Spike Glycoprotein, Coronavirus	Laser-induced fluorescence endoscopy	Procedure	0.127
Spike Glycoprotein, Coronavirus	Histocytochemistry	Procedure	0.127
Spike Glycoprotein, Coronavirus	Chemoembolization	Procedure	0.127
Spike Glycoprotein, Coronavirus	Rapid diagnosis	Procedure	0.127
Spike Glycoprotein, Coronavirus	Injection of therapeutic agent	Procedure	0.13
Spike Glycoprotein, Coronavirus	Spectrum analysis	Procedure	0.131
Spike Glycoprotein, Coronavirus	Plaque assay	Procedure	0.134
Spike Glycoprotein, Coronavirus	Cisplatin/ifosfamide/mesna/mitomycin protocol	Procedure	0.136
Spike Glycoprotein, Coronavirus	Nucleic acid sequencing	Procedure	0.137
Spike Glycoprotein, Coronavirus	Molecular targeted therapy	Procedure	0.14
Spike Glycoprotein, Coronavirus	Monitoring clinical trials	Procedure	0.141
Spike Glycoprotein, Coronavirus	Weighing patient	Procedure	0.143
Spike Glycoprotein, Coronavirus	Extraction	Procedure	0.144
Spike Glycoprotein, Coronavirus	Chemical extraction	Procedure	0.145
Spike Glycoprotein, Coronavirus	Restriction mapping	Procedure	0.149
Spike Glycoprotein, Coronavirus	Laser scanning microscopy	Procedure	0.15
Spike Glycoprotein, Coronavirus	Amsacrine/cytarabine/thioguanine protocol	Procedure	0.151
Spike Glycoprotein, Coronavirus	Fluoroimmunoassay	Procedure	0.153
Spike Glycoprotein, Coronavirus	Immunoaffinity chromatography	Procedure	0.158
Spike Glycoprotein, Coronavirus	Pre-clinical trial	Procedure	0.159
Spike Glycoprotein, Coronavirus	Rapid test	Procedure	0.161
Spike Glycoprotein, Coronavirus	Organ culture techniques	Procedure	0.164
Spike Glycoprotein, Coronavirus	Scanning transmission electron microscopy procedures	Procedure	0.166
Spike Glycoprotein, Coronavirus	Negative staining	Procedure	0.166
Spike Glycoprotein, Coronavirus	Mutation analysis	Procedure	0.168
Spike Glycoprotein, Coronavirus	Research design	Procedure	0.169
Spike Glycoprotein, Coronavirus	Administration of vaccine to produce active immunity	Procedure	0.17
Spike Glycoprotein, Coronavirus	Sodium measurement	Procedure	0.173
Spike Glycoprotein, Coronavirus	Confocal microscopy	Procedure	0.181
Spike Glycoprotein, Coronavirus	Fluorescence polarization	Procedure	0.183
Spike Glycoprotein, Coronavirus	Rechallenge	Procedure	0.183
Spike Glycoprotein, Coronavirus	Protein sequence analysis	Procedure	0.184
Spike Glycoprotein, Coronavirus	Cosy	Procedure	0.184
Spike Glycoprotein, Coronavirus	Genetic engineering	Procedure	0.186
Spike Glycoprotein, Coronavirus	Longitudinal studies	Procedure	0.186
Spike Glycoprotein, Coronavirus	Prospective cohort study	Procedure	0.189
Spike Glycoprotein, Coronavirus	Protein digestion (research activity)	Procedure	0.19
Spike Glycoprotein, Coronavirus	Magnetic resonance spectroscopy	Procedure	0.196
Spike Glycoprotein, Coronavirus	Human study	Procedure	0.2
Spike Glycoprotein, Coronavirus	Knock-in	Procedure	0.201
Spike Glycoprotein, Coronavirus	Radionuclide imaging	Procedure	0.202
Spike Glycoprotein, Coronavirus	Oncolytic virotherapy	Procedure	0.202
Spike Glycoprotein, Coronavirus	Ifosfamide/methotrexate/procarbazine protocol	Procedure	0.205
Spike Glycoprotein, Coronavirus	Iontophoresis	Procedure	0.212
Spike Glycoprotein, Coronavirus	Flotation	Procedure	0.221
Spike Glycoprotein, Coronavirus	Fluorescent in situ hybridization	Procedure	0.224
Spike Glycoprotein, Coronavirus	High-throughput screening assays	Procedure	0.225
Spike Glycoprotein, Coronavirus	Destructive procedure (surgical)	Procedure	0.226
Spike Glycoprotein, Coronavirus	Electron microscopy	Procedure	0.23
Spike Glycoprotein, Coronavirus	Rapid technique	Procedure	0.232
Spike Glycoprotein, Coronavirus	Staining method	Procedure	0.236
Spike Glycoprotein, Coronavirus	Immortalization	Procedure	0.236
Spike Glycoprotein, Coronavirus	Primary cell culture	Procedure	0.239
Spike Glycoprotein, Coronavirus	Protein sequence determination	Procedure	0.246
Spike Glycoprotein, Coronavirus	Intranasal administration	Procedure	0.247
Spike Glycoprotein, Coronavirus	Tryptase measurement	Procedure	0.247
Spike Glycoprotein, Coronavirus	Injection procedure	Procedure	0.248
Spike Glycoprotein, Coronavirus	Yeast two-hybrid system techniques	Procedure	0.251
Spike Glycoprotein, Coronavirus	Gene fusion	Procedure	0.257
Spike Glycoprotein, Coronavirus	Lipids measurement	Procedure	0.26
Spike Glycoprotein, Coronavirus	Immunoperoxidase techniques	Procedure	0.264
Spike Glycoprotein, Coronavirus	Microbial sensitivity tests	Procedure	0.268
Spike Glycoprotein, Coronavirus	Nursing therapy	Procedure	0.273
Spike Glycoprotein, Coronavirus	DNA sequence determinations	Procedure	0.275
Spike Glycoprotein, Coronavirus	Chloride measurement	Procedure	0.278
Spike Glycoprotein, Coronavirus	Homology modeling	Procedure	0.282
Spike Glycoprotein, Coronavirus	Lymphocyte count measurement	Procedure	0.296
Spike Glycoprotein, Coronavirus	Microscopic observation	Procedure	0.301
Spike Glycoprotein, Coronavirus	Genetic marker expression	Procedure	0.302
Spike Glycoprotein, Coronavirus	Survival analysis	Procedure	0.304
Spike Glycoprotein, Coronavirus	Disorder control	Procedure	0.312
Spike Glycoprotein, Coronavirus	Electrophoretic mobility shift assay	Procedure	0.312
Spike Glycoprotein, Coronavirus	Microscopy, confocal, laser scanning	Procedure	0.315
Spike Glycoprotein, Coronavirus	High pressure liquid chromatography procedure	Procedure	0.322
Spike Glycoprotein, Coronavirus	Gene knockdown techniques	Procedure	0.324
Spike Glycoprotein, Coronavirus	Serum total cholesterol measurement	Procedure	0.33
Spike Glycoprotein, Coronavirus	Nutritional study	Procedure	0.33
Spike Glycoprotein, Coronavirus	Immunotherapy	Procedure	0.335
Spike Glycoprotein, Coronavirus	Multiplex polymerase chain reaction	Procedure	0.341
Spike Glycoprotein, Coronavirus	Centrifugation	Procedure	0.347
Spike Glycoprotein, Coronavirus	Immunoglobulin M measurement	Procedure	0.361
Spike Glycoprotein, Coronavirus	White blood cell count procedure	Procedure	0.361
Spike Glycoprotein, Coronavirus	Cytometry	Procedure	0.367
Spike Glycoprotein, Coronavirus	Breast self-examination	Procedure	0.38
Spike Glycoprotein, Coronavirus	Paradigm	Procedure	0.385
Spike Glycoprotein, Coronavirus	Validation	Procedure	0.388
Spike Glycoprotein, Coronavirus	Doxorubicin/fluorouracil/triazinate protocol	Procedure	0.388
Spike Glycoprotein, Coronavirus	Red blood cell count measurement	Procedure	0.39
Spike Glycoprotein, Coronavirus	Bacterial culture	Procedure	0.393
Spike Glycoprotein, Coronavirus	Oral administration	Procedure	0.4
Spike Glycoprotein, Coronavirus	Hemoglobin measurement	Procedure	0.4
Spike Glycoprotein, Coronavirus	Phosphate measurement	Procedure	0.405
Spike Glycoprotein, Coronavirus	Molecular cloning	Procedure	0.407
Spike Glycoprotein, Coronavirus	Observation method algorithm	Procedure	0.408
Spike Glycoprotein, Coronavirus	Serum immunoglobulin 	Procedure	0.409
Spike Glycoprotein, Coronavirus	Profile (lab procedure)	Procedure	0.414
Spike Glycoprotein, Coronavirus	Staining and labeling	Procedure	0.42
Spike Glycoprotein, Coronavirus	Deep sequencing	Procedure	0.422
Spike Glycoprotein, Coronavirus	Solid-phase synthesis techniques	Procedure	0.432
Spike Glycoprotein, Coronavirus	Biomedical research	Procedure	0.437
Spike Glycoprotein, Coronavirus	Mass spectrometry	Procedure	0.438
Spike Glycoprotein, Coronavirus	Albumin measurement	Procedure	0.441
Spike Glycoprotein, Coronavirus	Educational process of instructing	Procedure	0.441
Spike Glycoprotein, Coronavirus	Teaching aspects	Procedure	0.441
Spike Glycoprotein, Coronavirus	Gel mobility shift assay	Procedure	0.447
Spike Glycoprotein, Coronavirus	Preclinical drug evaluation	Procedure	0.454
Spike Glycoprotein, Coronavirus	Collision-induced dissociation	Procedure	0.456
Spike Glycoprotein, Coronavirus	CD19 expressing B cell count	Procedure	0.457
Spike Glycoprotein, Coronavirus	Cyclophosphamide/doxorubicin/methotrexate protocol	Procedure	0.464
Spike Glycoprotein, Coronavirus	Determination aspects	Procedure	0.472
Spike Glycoprotein, Coronavirus	Radioimmunoassay	Procedure	0.476
Spike Glycoprotein, Coronavirus	Gene transfer	Procedure	0.481
Spike Glycoprotein, Coronavirus	X-ray computed tomography	Procedure	0.49
Spike Glycoprotein, Coronavirus	Demand	Procedure	0.49
Spike Glycoprotein, Coronavirus	Sample fixation	Procedure	0.491
Spike Glycoprotein, Coronavirus	Early diagnosis	Procedure	0.496
Spike Glycoprotein, Coronavirus	Biologic preservation	Procedure	0.497
Spike Glycoprotein, Coronavirus	Cisplatin/cytarabine/etoposide protocol	Procedure	0.5
Spike Glycoprotein, Coronavirus	Observation method agglutination	Procedure	0.503
Spike Glycoprotein, Coronavirus	Preservation technique	Procedure	0.503
Spike Glycoprotein, Coronavirus	Adsorption	Procedure	0.513
Spike Glycoprotein, Coronavirus	Scanning	Procedure	0.522
Spike Glycoprotein, Coronavirus	CDE protocol-cyclophosphamide/doxorubicin/etoposide	Procedure	0.541
Spike Glycoprotein, Coronavirus	Erythrocyte mean corpuscular volume measurement	Procedure	0.543
Spike Glycoprotein, Coronavirus	Chemoprevention	Procedure	0.556
Spike Glycoprotein, Coronavirus	General (procedure) toxicology screen	Procedure	0.56
Spike Glycoprotein, Coronavirus	Tissue dissection	Procedure	0.56
Spike Glycoprotein, Coronavirus	In situ hybridization	Procedure	0.562
Spike Glycoprotein, Coronavirus	Genotyping techniques	Procedure	0.573
Spike Glycoprotein, Coronavirus	Research study	Procedure	0.575
Spike Glycoprotein, Coronavirus	Renal clearance diagnostic test	Procedure	0.576
Spike Glycoprotein, Coronavirus	Retreatments	Procedure	0.577
Spike Glycoprotein, Coronavirus	Spectrometry, mass, matrix-assisted laser desorption-ionization	Procedure	0.578
Spike Glycoprotein, Coronavirus	Complementary and alternative medicine	Procedure	0.58
Spike Glycoprotein, Coronavirus	Diagnostic procedure	Procedure	0.583
Spike Glycoprotein, Coronavirus	Absolute neutrophil count	Procedure	0.583
Spike Glycoprotein, Coronavirus	Lactic acid measurement	Procedure	0.592
Spike Glycoprotein, Coronavirus	Transmission electron microscopy	Procedure	0.599
Spike Glycoprotein, Coronavirus	Renal dialysis	Procedure	0.6
Spike Glycoprotein, Coronavirus	Cell hybridization	Procedure	0.603
Spike Glycoprotein, Coronavirus	Comparative study research	Procedure	0.608
Spike Glycoprotein, Coronavirus	Disease screening	Procedure	0.609
Spike Glycoprotein, Coronavirus	Chemical procedure	Procedure	0.61
Spike Glycoprotein, Coronavirus	Screening for cancer	Procedure	0.612
Spike Glycoprotein, Coronavirus	Ligation	Procedure	0.619
Spike Glycoprotein, Coronavirus	Tissue fixation	Procedure	0.626
Spike Glycoprotein, Coronavirus	Dietary supplementation	Procedure	0.637
Spike Glycoprotein, Coronavirus	Cancer therapeutic procedure	Procedure	0.65
Spike Glycoprotein, Coronavirus	ACP protocol	Procedure	0.657
Spike Glycoprotein, Coronavirus	Statistical cluster	Procedure	0.721
Spike Glycoprotein, Coronavirus	Central minus	Procedure	0.753
Spike Glycoprotein, Coronavirus	Cell wash	Procedure	0.774
Spike Glycoprotein, Coronavirus	Gene expression profiling	Procedure	0.784
Spike Glycoprotein, Coronavirus	Basic research	Procedure	0.811
Spike Glycoprotein, Coronavirus	Laboratory procedures	Procedure	0.845
Spike Glycoprotein, Coronavirus	Tissue array analysis	Procedure	0.845
Spike Glycoprotein, Coronavirus	Sedimentation procedure	Procedure	0.849
Spike Glycoprotein, Coronavirus	CD40 measurement	Procedure	0.859
Spike Glycoprotein, Coronavirus	Positron-emission tomography	Procedure	0.862
Spike Glycoprotein, Coronavirus	Gene therapy	Procedure	0.88
Spike Glycoprotein, Coronavirus	Glutamate measurement	Procedure	0.914
Spike Glycoprotein, Coronavirus	Immunoelectron microscopy	Procedure	0.925
Spike Glycoprotein, Coronavirus	Gas-liquid chromatography	Procedure	0.933
Spike Glycoprotein, Coronavirus	X-ray diffraction	Procedure	0.947
Spike Glycoprotein, Coronavirus	VQ ventilation perfusion scan	Procedure	0.951
Spike Glycoprotein, Coronavirus	Disease stage	Procedure	0.974
Spike Glycoprotein, Coronavirus	Interleukin 2 measurement	Procedure	0.986
Spike Glycoprotein, Coronavirus	Length of trial	Procedure	1.0
Spike Glycoprotein, Coronavirus	Release	Procedure	1.0
Spike Glycoprotein, Coronavirus	Mass screening	Procedure	1.0
Spike Glycoprotein, Coronavirus	Safety study	Procedure	1.0
Spike Glycoprotein, Coronavirus	Immunohistochemistry	Procedure	1.0
Spike Glycoprotein, Coronavirus	Observation diagnostic procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Pathology procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Observation in research	Procedure	1.0
Spike Glycoprotein, Coronavirus	Yeast cell measurement	Procedure	1.0
Spike Glycoprotein, Coronavirus	Incubation laboratory procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Nucleic acid hybridization procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Modeling	Procedure	1.0
Spike Glycoprotein, Coronavirus	Drug formulation process	Procedure	1.0
Spike Glycoprotein, Coronavirus	Chromatography	Procedure	1.0
Spike Glycoprotein, Coronavirus	Observation method cytotoxicity	Procedure	1.0
Spike Glycoprotein, Coronavirus	DNA probe method	Procedure	1.0
Spike Glycoprotein, Coronavirus	Cisplatin/doxorubicin/mitomycin protocol	Procedure	1.0
Spike Glycoprotein, Coronavirus	Treatment protocols	Procedure	1.0
Spike Glycoprotein, Coronavirus	Data transformation	Procedure	1.0
Spike Glycoprotein, Coronavirus	Simulation	Procedure	1.0
Spike Glycoprotein, Coronavirus	Epidemiologic studies	Procedure	1.0
Spike Glycoprotein, Coronavirus	Chromosome mapping	Procedure	1.0
Spike Glycoprotein, Coronavirus	Electrophoresis	Procedure	1.0
Spike Glycoprotein, Coronavirus	Liquid chromatography	Procedure	1.0
Spike Glycoprotein, Coronavirus	Monocyte count procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Dialysis procedure	Procedure	1.0
Spike Glycoprotein, Coronavirus	Infiltration	Procedure	1.0
