Selection	Association Name	Association Type	Significance
Structural Protein	Yeast three-hybrid system techniques	Procedure	0.00538
Structural Protein	Confocal microscopy	Procedure	0.00545
Structural Protein	Doxorubicin/prednisone/vincristine protocol	Procedure	0.00582
Structural Protein	Plasma protein albumin	Procedure	0.00601
Structural Protein	Nucleic acid hybridization procedure	Procedure	0.00605
Structural Protein	Northern blotting	Procedure	0.00614
Structural Protein	Centrifugation	Procedure	0.00618
Structural Protein	Serum VLDL cholesterol measurement	Procedure	0.00634
Structural Protein	Genetic transduction	Procedure	0.00646
Structural Protein	Staining and labeling	Procedure	0.00647
Structural Protein	Mass spectrometry	Procedure	0.00648
Structural Protein	S1 protection	Procedure	0.00651
Structural Protein	Staining method	Procedure	0.00676
Structural Protein	Tissue soldering	Procedure	0.00692
Structural Protein	Inoculation	Procedure	0.00712
Structural Protein	Cisplatin/doxorubicin/mitomycin protocol	Procedure	0.00713
Structural Protein	Yeast cell measurement	Procedure	0.00719
Structural Protein	Chromosome mapping	Procedure	0.00723
Structural Protein	Immunodiffusion measurement	Procedure	0.00741
Structural Protein	Bowstring	Procedure	0.00753
Structural Protein	Transmission electron microscopy	Procedure	0.00786
Structural Protein	Indirect fluorescent antibody technique	Procedure	0.00798
Structural Protein	Gel chromatography	Procedure	0.00803
Structural Protein	Molecular cloning	Procedure	0.00804
Structural Protein	In utero transplantation	Procedure	0.00814
Structural Protein	Squamous transitional epithelial cell count	Procedure	0.00827
Structural Protein	Troponin T assay	Procedure	0.00829
Structural Protein	Tissue engineering	Procedure	0.00842
Structural Protein	DNA mutational analysis	Procedure	0.00843
Structural Protein	Epithelial cell count	Procedure	0.00854
Structural Protein	Protein sequence analysis	Procedure	0.00865
Structural Protein	Retrospective studies	Procedure	0.00873
Structural Protein	Immune fluorescence	Procedure	0.00879
Structural Protein	Enzyme-linked immunospot assay	Procedure	0.00883
Structural Protein	Isolation aspects	Procedure	0.00895
Structural Protein	Isolation procedure	Procedure	0.00905
Structural Protein	Yeast one/two-hybrid system	Procedure	0.00907
Structural Protein	Zonal electrophoresis	Procedure	0.00922
Structural Protein	Vaccine design	Procedure	0.00933
Structural Protein	Radioimmunoassay	Procedure	0.00974
Structural Protein	Protein engineering	Procedure	0.01
Structural Protein	Gene amplification technique	Procedure	0.0103
Structural Protein	CCV-AV protocol	Procedure	0.0103
Structural Protein	Spectrometry, mass, matrix-assisted laser desorption-ionization	Procedure	0.0106
Structural Protein	Active stretching	Procedure	0.0106
Structural Protein	Administration procedure	Procedure	0.0107
Structural Protein	Treatment study	Procedure	0.0107
Structural Protein	Culture of specimen from unspecified site	Procedure	0.0109
Structural Protein	Culture of specimen from other site	Procedure	0.0109
Structural Protein	Laboratory culture	Procedure	0.0109
Structural Protein	Therapeutic procedure	Procedure	0.011
Structural Protein	Chromatography	Procedure	0.011
Structural Protein	Serum total cholesterol measurement	Procedure	0.0111
Structural Protein	Homologous recombination	Procedure	0.0111
Structural Protein	Peripheral nerve stimulation	Procedure	0.0111
Structural Protein	Detection	Procedure	0.0113
Structural Protein	Phage display	Procedure	0.0113
Structural Protein	Optical rotatory dispersion	Procedure	0.0117
Structural Protein	Immunoenzyme techniques	Procedure	0.012
Structural Protein	Follow-up studies	Procedure	0.0121
Structural Protein	Immunocytochemistry	Procedure	0.0125
Structural Protein	Oncolytic virotherapy	Procedure	0.0125
Structural Protein	Flotation	Procedure	0.0135
Structural Protein	Electrophoretic mobility shift assay	Procedure	0.0136
Structural Protein	Absorbance at 280nm	Procedure	0.0137
Structural Protein	Surgical and medical procedures	Procedure	0.0138
Structural Protein	Tryptic digestion	Procedure	0.014
Structural Protein	Immunoaffinity chromatography	Procedure	0.014
Structural Protein	Analytical ultracentrifugation	Procedure	0.0142
Structural Protein	Subcellular fractionation	Procedure	0.0143
Structural Protein	DNA chemical synthesis	Procedure	0.0144
Structural Protein	EFP protocol	Procedure	0.0147
Structural Protein	Real-time polymerase chain reaction	Procedure	0.0148
Structural Protein	Gene expression profiling	Procedure	0.0149
Structural Protein	Cyclophosphamide/doxorubicin/vincristine protocol	Procedure	0.0151
Structural Protein	Passive stretching	Procedure	0.0151
Structural Protein	Differential in-gel electrophoresis	Procedure	0.0152
Structural Protein	Observation method complement fixation	Procedure	0.0155
Structural Protein	Chemical fractionation	Procedure	0.0157
Structural Protein	Serum HDL cholesterol measurement	Procedure	0.0158
Structural Protein	Gene knockdown techniques	Procedure	0.0158
Structural Protein	Prospective studies	Procedure	0.0158
Structural Protein	Immunoperoxidase techniques	Procedure	0.0162
Structural Protein	Positive selection	Procedure	0.0162
Structural Protein	DNA sequence analysis	Procedure	0.0164
Structural Protein	Lipids measurement	Procedure	0.0165
Structural Protein	Urea measurement	Procedure	0.0165
Structural Protein	Protein footprinting	Procedure	0.0166
Structural Protein	Immunoglobulin M measurement	Procedure	0.0171
Structural Protein	In situ hybridization	Procedure	0.0174
Structural Protein	Apolipoprotein a1 measurement	Procedure	0.0174
Structural Protein	Release of tendon	Procedure	0.0175
Structural Protein	Clinical trial period	Procedure	0.0176
Structural Protein	Zonal centrifugation	Procedure	0.0177
Structural Protein	Tandem mass spectrometry	Procedure	0.0178
Structural Protein	Molecular analysis	Procedure	0.0178
Structural Protein	Isoelectric focusing	Procedure	0.0179
Structural Protein	Procedures on peripheral nervous system	Procedure	0.018
Structural Protein	Knowledge acquisition	Procedure	0.018
Structural Protein	Release	Procedure	0.0182
Structural Protein	Length of trial	Procedure	0.0183
Structural Protein	Vaccine testing	Procedure	0.0183
Structural Protein	Gene therapy	Procedure	0.0184
Structural Protein	Shotgun sequencing	Procedure	0.0184
Structural Protein	Two-dimensional difference gel electrophoresis	Procedure	0.0186
Structural Protein	Equilibrium centrifugation	Procedure	0.0186
Structural Protein	CCV protocol	Procedure	0.0186
Structural Protein	Hydroxyproline measurement	Procedure	0.0189
Structural Protein	Interleukin 22 measurement	Procedure	0.0189
Structural Protein	Cyclophosphamide/dactinomycin/vinblastine protocol	Procedure	0.0192
Structural Protein	Cyclophosphamide/doxorubicin/vinblastine protocol	Procedure	0.0192
Structural Protein	Cyclophosphamide/dactinomycin/vincristine protocol	Procedure	0.0192
Structural Protein	Surface plasmon resonance	Procedure	0.0195
Structural Protein	Diagnosis study	Procedure	0.0196
Structural Protein	Radiotherapy fractionation	Procedure	0.0196
Structural Protein	Insertional activation	Procedure	0.0196
Structural Protein	Immunological methods	Procedure	0.0199
Structural Protein	Serologic diagnosis	Procedure	0.0199
Structural Protein	Fluorescence microscopy	Procedure	0.02
Structural Protein	Cell fusion procedure	Procedure	0.0201
Structural Protein	Hybrid modeling	Procedure	0.0201
Structural Protein	Disc electrophoresis	Procedure	0.0202
Structural Protein	Genetic engineering	Procedure	0.0203
Structural Protein	Test strip	Procedure	0.0206
Structural Protein	AIDS vaccine development	Procedure	0.0209
Structural Protein	Cardiac troponin measurement	Procedure	0.0215
Structural Protein	Weighing patient	Procedure	0.0216
Structural Protein	Magnetic resonance imaging	Procedure	0.0216
Structural Protein	Doxorubicin/etoposide/methotrexate protocol	Procedure	0.0217
Structural Protein	Artificial gene fusion	Procedure	0.0218
Structural Protein	Cross-sectional studies	Procedure	0.0222
Structural Protein	Cyclophosphamide/etoposide/methotrexate protocol	Procedure	0.0223
Structural Protein	Chemical interference	Procedure	0.0226
Structural Protein	Passage tissue culture technique	Procedure	0.0234
Structural Protein	Homology modeling	Procedure	0.0234
Structural Protein	Genome sequencing	Procedure	0.0241
Structural Protein	Blood-brain barrier disruption	Procedure	0.0243
Structural Protein	Vaccine research	Procedure	0.0248
Structural Protein	Protein purification	Procedure	0.025
Structural Protein	Blood-brain barrier disruption chemotherapy	Procedure	0.0252
Structural Protein	Research	Procedure	0.0253
Structural Protein	Nucleotide mapping	Procedure	0.0253
Structural Protein	Cisplatin/methotrexate/vinblastine protocol	Procedure	0.0255
Structural Protein	Serodiagnosis	Procedure	0.0255
Structural Protein	Dose fractionation	Procedure	0.0258
Structural Protein	Yeast model system	Procedure	0.0259
Structural Protein	Blood creatine	Procedure	0.0262
Structural Protein	Serum LDL cholesterol measurement	Procedure	0.0263
Structural Protein	Oligonucleotide-directed mutagenesis	Procedure	0.0263
Structural Protein	Removal technique	Procedure	0.0267
Structural Protein	Training programs	Procedure	0.0267
Structural Protein	Training	Procedure	0.0268
Structural Protein	Tomography	Procedure	0.0268
Structural Protein	Therapeutic radiology procedure	Procedure	0.027
Structural Protein	TdT-mediated UTP nick end labeling assay	Procedure	0.0273
Structural Protein	Data transformation	Procedure	0.0278
Structural Protein	Gmk	Procedure	0.0279
Structural Protein	Southern blot assay	Procedure	0.028
Structural Protein	Antigen assay	Procedure	0.0284
Structural Protein	Northern hybridization	Procedure	0.0287
Structural Protein	Interstitial collagenase	Procedure	0.0287
Structural Protein	Virus inactivation	Procedure	0.0288
Structural Protein	Monitoring clinical trials	Procedure	0.0289
Structural Protein	Lomustine/procarbazine/vincristine	Procedure	0.03
Structural Protein	Volume measurement	Procedure	0.0302
Structural Protein	Differential scanning calorimetry	Procedure	0.0302
Structural Protein	Interference reflection microscopy	Procedure	0.0305
Structural Protein	Immunodiagnosis	Procedure	0.0307
Structural Protein	Granulocyte macrophage colony stimulating factor measurement	Procedure	0.0307
Structural Protein	Molecular sieve chromatography	Procedure	0.0308
Structural Protein	Immunohistochemical test	Procedure	0.0309
Structural Protein	Southern hybridization	Procedure	0.0311
Structural Protein	Asparaginase/ifosfamide/methotrexate	Procedure	0.0312
Structural Protein	Combined modality therapy	Procedure	0.0314
Structural Protein	Excision of salivary gland	Procedure	0.0317
Structural Protein	Gene targeting	Procedure	0.0321
Structural Protein	Creatine kinase MB measurement	Procedure	0.0324
Structural Protein	Ultrasonography	Procedure	0.0325
Structural Protein	Gene knock-in techniques	Procedure	0.0326
Structural Protein	Bleomycin/cisplatin/vinblastine protocol	Procedure	0.0328
Structural Protein	Pharmacotherapy	Procedure	0.0329
Structural Protein	Safety study	Procedure	0.0331
Structural Protein	Incubation laboratory procedure	Procedure	0.0336
Structural Protein	Positional cloning	Procedure	0.0336
Structural Protein	Protein annotation	Procedure	0.0337
Structural Protein	Bacterial count measurement	Procedure	0.0345
Structural Protein	Interventional procedure	Procedure	0.0347
Structural Protein	Alcohol measurement	Procedure	0.0347
Structural Protein	Atomic force microscopy	Procedure	0.0348
Structural Protein	DICOM study	Procedure	0.0356
Structural Protein	Study	Procedure	0.0356
Structural Protein	Scientific study	Procedure	0.0356
Structural Protein	Research activities	Procedure	0.0356
Structural Protein	Hemadsorption inhibition tests	Procedure	0.0356
Structural Protein	Negative staining	Procedure	0.0358
Structural Protein	RNA sequence analysis	Procedure	0.0359
Structural Protein	Discussion	Procedure	0.0361
Structural Protein	Isoenzyme electrophoresis	Procedure	0.0364
Structural Protein	Serologic tests	Procedure	0.0373
Structural Protein	Comparative analysis	Procedure	0.0373
Structural Protein	Protein array analysis	Procedure	0.0373
Structural Protein	Genetic manipulation	Procedure	0.0377
Structural Protein	Body mass index procedure	Procedure	0.038
Structural Protein	Clinical research	Procedure	0.0389
Structural Protein	Troponin I measurement	Procedure	0.0389
Structural Protein	X-ray computed tomography	Procedure	0.0392
Structural Protein	Molecular sequence annotation	Procedure	0.0397
Structural Protein	MRI	Procedure	0.0398
Structural Protein	Electrocardiography	Procedure	0.0399
Structural Protein	Dressing of skin or wound	Procedure	0.0403
Structural Protein	Albumin/globulin ratio	Procedure	0.0405
Structural Protein	Crystallography	Procedure	0.0408
Structural Protein	Genetic screening method	Procedure	0.0411
Structural Protein	Randomized controlled trials as topic	Procedure	0.0412
Structural Protein	Spermatozoa cell count	Procedure	0.0427
Structural Protein	Laboratory procedures	Procedure	0.0431
Structural Protein	Hemagglutination inhibition tests	Procedure	0.0433
Structural Protein	Electroencephalography	Procedure	0.0438
Structural Protein	Genetic disorders screening	Procedure	0.0441
Structural Protein	Cell culture system	Procedure	0.0445
Structural Protein	Two-dimensional electrophoresis	Procedure	0.0448
Structural Protein	Calcium phosphate crystal measurement	Procedure	0.0449
Structural Protein	Electroconvulsive therapy	Procedure	0.0466
Structural Protein	Gene replacement	Procedure	0.047
Structural Protein	Genetic linkage analysis	Procedure	0.0471
Structural Protein	Muscle stretching exercises	Procedure	0.0471
Structural Protein	Radionuclide imaging	Procedure	0.0475
Structural Protein	Research design	Procedure	0.0481
Structural Protein	Nerve crush	Procedure	0.0482
Structural Protein	Data collection	Procedure	0.0482
Structural Protein	Logistic regression	Procedure	0.0483
Structural Protein	Molecular modeling	Procedure	0.0485
Structural Protein	Efficacy study	Procedure	0.0489
Structural Protein	Mutation analysis	Procedure	0.0493
Structural Protein	General (procedure) toxicology screen	Procedure	0.0495
Structural Protein	Longitudinal studies	Procedure	0.0497
Structural Protein	Radiotherapy research	Procedure	0.0498
Structural Protein	Radiation ionizing radiotherapy	Procedure	0.0498
Structural Protein	Apolipoproteins E measurement	Procedure	0.0498
Structural Protein	Fluorescence resonance energy transfer	Procedure	0.0502
Structural Protein	Electron microscope tomography	Procedure	0.0505
Structural Protein	Operative surgical procedures	Procedure	0.0505
Structural Protein	Cell hybridization	Procedure	0.0509
Structural Protein	Spherocyte count	Procedure	0.0518
Structural Protein	Fluorescence spectroscopy	Procedure	0.0519
Structural Protein	Tissue array research program	Procedure	0.0522
Structural Protein	HUMARA gene analysis	Procedure	0.0534
Structural Protein	Meta analysis (statistical procedure)	Procedure	0.054
Structural Protein	Antineoplastic combined chemotherapy protocols	Procedure	0.0547
Structural Protein	Gene knockout techniques	Procedure	0.0549
Structural Protein	Quantitative microscopy	Procedure	0.0551
Structural Protein	Antiviral therapy	Procedure	0.0552
Structural Protein	Cisplatin/etoposide/mitoguazone protocol	Procedure	0.0552
Structural Protein	Prospective cohort study	Procedure	0.0553
Structural Protein	Gene transfer	Procedure	0.0555
Structural Protein	Placebo control	Procedure	0.0559
Structural Protein	Genetic analysis	Procedure	0.0566
Structural Protein	Oligonucleotide array sequence analysis	Procedure	0.0572
Structural Protein	Coculture techniques	Procedure	0.0574
Structural Protein	Epidermal growth factor measurement	Procedure	0.0575
Structural Protein	Calcium measurement	Procedure	0.0577
Structural Protein	Rapid antigen test	Procedure	0.0582
Structural Protein	Immunoglobulin measurement	Procedure	0.0584
Structural Protein	Two-dimensional polyacrylamide gel electrophoresis	Procedure	0.0585
Structural Protein	Adsorption	Procedure	0.059
Structural Protein	DNA probe method	Procedure	0.0591
Structural Protein	Evaluation studies as topic	Procedure	0.0603
Structural Protein	Nested polymerase chain reaction	Procedure	0.0605
Structural Protein	RNA analysis	Procedure	0.0608
Structural Protein	Gel shift analysis	Procedure	0.0614
Structural Protein	Microinjections	Procedure	0.0615
Structural Protein	Laser scanning microscopy	Procedure	0.0625
Structural Protein	Emission spectroscopy	Procedure	0.0644
Structural Protein	Pathology procedure	Procedure	0.0655
Structural Protein	Fast protein liquid chromatography	Procedure	0.0655
Structural Protein	CHAP protocol	Procedure	0.066
Structural Protein	Zinc measurement	Procedure	0.0664
Structural Protein	Interferon alpha measurement	Procedure	0.0665
Structural Protein	Clinical trials	Procedure	0.0668
Structural Protein	Gene synthesis	Procedure	0.0671
Structural Protein	Double-blind method	Procedure	0.0673
Structural Protein	Contralateral prophylactic mastectomy	Procedure	0.0678
Structural Protein	Directed molecular evolution	Procedure	0.0686
Structural Protein	Thematic apperception test	Procedure	0.0691
Structural Protein	Immunologic tests	Procedure	0.0691
Structural Protein	Immunoassay method	Procedure	0.0699
Structural Protein	Anesthesia procedures	Procedure	0.0705
Structural Protein	DNA sequence determinations	Procedure	0.0706
Structural Protein	Column chromatography	Procedure	0.0714
Structural Protein	Heteroduplex analysis	Procedure	0.0716
Structural Protein	Fluorescent in situ hybridization	Procedure	0.0717
Structural Protein	Pilot projects	Procedure	0.0723
Structural Protein	Electroporation	Procedure	0.0727
Structural Protein	Antisense therapy	Procedure	0.0728
Structural Protein	Perfusion	Procedure	0.0744
Structural Protein	Plant somatic embryogenesis techniques	Procedure	0.0745
Structural Protein	Antisense technology	Procedure	0.0745
Structural Protein	Enzyme degradation	Procedure	0.0749
Structural Protein	Immunologic techniques	Procedure	0.0756
Structural Protein	Gene fusion	Procedure	0.0756
Structural Protein	Lymphocyte proliferation assay	Procedure	0.0757
Structural Protein	Catheterization	Procedure	0.077
Structural Protein	FEC protocol	Procedure	0.0775
Structural Protein	Deuterium exchange measurement	Procedure	0.0775
Structural Protein	Temperature jump	Procedure	0.0781
Structural Protein	CEV protocol	Procedure	0.0781
Structural Protein	Angiogram	Procedure	0.079
Structural Protein	Exercise pain management	Procedure	0.0791
Structural Protein	Field flow fractionation	Procedure	0.0791
Structural Protein	Statistics as topic	Procedure	0.0798
Structural Protein	Patient selection	Procedure	0.0802
Structural Protein	Platelet count measurement	Procedure	0.0808
Structural Protein	Transplantation	Procedure	0.0815
Structural Protein	Cyclophosphamide/methotrexate/prednisone/vincristine protocol	Procedure	0.0815
Structural Protein	Diagnostic procedure	Procedure	0.0816
Structural Protein	Red blood cell count measurement	Procedure	0.083
Structural Protein	Enzyme immunoassay	Procedure	0.0836
Structural Protein	Creatine kinase measurement	Procedure	0.0842
Structural Protein	Laparoscopy	Procedure	0.0842
Structural Protein	Knock-in	Procedure	0.0846
Structural Protein	X-ray crystallography	Procedure	0.085
Structural Protein	Scanning transmission electron microscopy procedures	Procedure	0.0873
Structural Protein	Magnetic resonance spectroscopy	Procedure	0.0882
Structural Protein	Cartilage repair	Procedure	0.0884
Structural Protein	Positron-emission tomography	Procedure	0.0887
Structural Protein	High resolution	Procedure	0.0895
Structural Protein	Bleomycin/doxorubicin/lomustine/streptozocin protocol	Procedure	0.0897
Structural Protein	Complement fixation tests	Procedure	0.09
Structural Protein	Microbial sensitivity tests	Procedure	0.0908
Structural Protein	Agar gel immunodiffusion	Procedure	0.0908
Structural Protein	Echocardiography	Procedure	0.0912
Structural Protein	Nasba	Procedure	0.0922
Structural Protein	Neutrophil collagenase	Procedure	0.0941
Structural Protein	Plasma cholesterol	Procedure	0.0951
Structural Protein	RNA differential display	Procedure	0.0962
Structural Protein	Lymphocyte count measurement	Procedure	0.0963
Structural Protein	Gene delivery process	Procedure	0.0965
Structural Protein	Sialic acid assay	Procedure	0.0967
Structural Protein	Differential interference contrast microscopy	Procedure	0.097
Structural Protein	Interferon beta measurement	Procedure	0.0973
Structural Protein	Diagnostic tests	Procedure	0.0987
Structural Protein	Electromyography	Procedure	0.0993
Structural Protein	Doxorubicin/fluorouracil/triazinate protocol	Procedure	0.0994
Structural Protein	Organism modification	Procedure	0.0994
Structural Protein	Not otherwise specified skin substitute	Procedure	0.1
Structural Protein	Protein-free diet	Procedure	0.101
Structural Protein	Implantation procedure	Procedure	0.102
Structural Protein	Indirect immunofluorescent antibody	Procedure	0.103
Structural Protein	Constriction procedure	Procedure	0.104
Structural Protein	Diagnostic radiologic examination	Procedure	0.104
Structural Protein	Intranasal administration	Procedure	0.105
Structural Protein	Drainage procedure	Procedure	0.105
Structural Protein	Health education	Procedure	0.105
Structural Protein	Antiretroviral therapy	Procedure	0.106
Structural Protein	Coronary angiography	Procedure	0.106
Structural Protein	Direct fluorescent antibody technique	Procedure	0.107
Structural Protein	Neuropsychological tests	Procedure	0.109
Structural Protein	Gene transfer techniques	Procedure	0.11
Structural Protein	Renal dialysis	Procedure	0.11
Structural Protein	Albumin measurement	Procedure	0.111
Structural Protein	Infrared spectroscopy	Procedure	0.111
Structural Protein	Teaching aspects	Procedure	0.112
Structural Protein	Educational process of instructing	Procedure	0.112
Structural Protein	Gene cloning	Procedure	0.112
Structural Protein	CD8 expressing T cell count	Procedure	0.114
Structural Protein	Validation	Procedure	0.114
Structural Protein	High-throughput RNA sequencing	Procedure	0.114
Structural Protein	Acidification actcode	Procedure	0.115
Structural Protein	Acidification treatment	Procedure	0.115
Structural Protein	Comparative genomic analysis	Procedure	0.115
Structural Protein	Hindlimb suspension	Procedure	0.115
Structural Protein	Nutritional study	Procedure	0.116
Structural Protein	Statistical cluster	Procedure	0.119
Structural Protein	Dopamine measurement	Procedure	0.119
Structural Protein	Biotinylation	Procedure	0.12
Structural Protein	Synaptophysin and hematoxylin staining method	Procedure	0.12
Structural Protein	Complement bb measurement	Procedure	0.121
Structural Protein	Photic stimulation	Procedure	0.121
Structural Protein	Crystal present or absent (lab procedure)	Procedure	0.123
Structural Protein	Microarray analysis	Procedure	0.124
Structural Protein	Large-scale sequencing	Procedure	0.125
Structural Protein	Electrocardiogram Q waves test	Procedure	0.126
Structural Protein	Spun	Procedure	0.126
Structural Protein	Leukocyte adherence inhibition test	Procedure	0.126
Structural Protein	Low-calorie diet	Procedure	0.127
Structural Protein	Progesterone measurement	Procedure	0.128
Structural Protein	Case series	Procedure	0.128
Structural Protein	ProB-type natriuretic peptide measurement	Procedure	0.128
Structural Protein	Hybrid imaging	Procedure	0.128
Structural Protein	Simulation	Procedure	0.13
Structural Protein	Countercurrent electrophoresis measurement	Procedure	0.131
Structural Protein	VQ ventilation perfusion scan	Procedure	0.132
Structural Protein	Induced heart arrest	Procedure	0.132
Structural Protein	Biomedical research	Procedure	0.133
Structural Protein	Ion-exchange chromatography procedure	Procedure	0.133
Structural Protein	Total testosterone measurement	Procedure	0.133
Structural Protein	Iron measurement	Procedure	0.134
Structural Protein	Research study	Procedure	0.136
Structural Protein	Protocol treatment arm	Procedure	0.136
Structural Protein	Assisted reproductive technologies	Procedure	0.136
Structural Protein	Gas chromatography-mass spectrometry	Procedure	0.137
Structural Protein	Passive immunotherapy	Procedure	0.137
Structural Protein	Observation method algorithm	Procedure	0.138
Structural Protein	Observational study	Procedure	0.138
Structural Protein	Reconstructive surgical procedures	Procedure	0.138
Structural Protein	Arthroplasty	Procedure	0.138
Structural Protein	Sodium measurement	Procedure	0.139
Structural Protein	Vascular endothelial growth factor measurement	Procedure	0.139
Structural Protein	Turbidity measurement	Procedure	0.139
Structural Protein	Self-sustained sequence replication	Procedure	0.139
Structural Protein	Organ transplantation	Procedure	0.14
Structural Protein	Disease screening	Procedure	0.141
Structural Protein	Screening for cancer	Procedure	0.141
Structural Protein	Immunochromatography	Procedure	0.141
Structural Protein	Biopsy	Procedure	0.142
Structural Protein	Organ culture techniques	Procedure	0.142
Structural Protein	Feasibility studies	Procedure	0.144
Structural Protein	Genetic testing for cancer risk	Procedure	0.145
Structural Protein	Platelet mean volume determination	Procedure	0.145
Structural Protein	Specimen collection method shaving	Procedure	0.147
Structural Protein	Run-on assays	Procedure	0.147
Structural Protein	Structural clinical interview for DSM-III	Procedure	0.149
Structural Protein	Zheng	Procedure	0.149
Structural Protein	Photofluorography	Procedure	0.149
Structural Protein	Homologous transplantation	Procedure	0.149
Structural Protein	Cortisol measurement	Procedure	0.15
Structural Protein	Osteoprotegerin test	Procedure	0.151
Structural Protein	Cytological techniques	Procedure	0.151
Structural Protein	Diagnostic imaging	Procedure	0.154
Structural Protein	Injection of therapeutic agent	Procedure	0.155
Structural Protein	Treatment protocols	Procedure	0.155
Structural Protein	Prednisone treatment	Procedure	0.155
Structural Protein	Squamous epithelial cell count	Procedure	0.155
Structural Protein	Closure	Procedure	0.156
Structural Protein	Voltage-sensitive dye imaging	Procedure	0.157
Structural Protein	Passive immunization procedure	Procedure	0.158
Structural Protein	Gold measurement	Procedure	0.159
