Selection	Association Name	Association Type	Significance
NSP6 protein, rotavirus group A	Barba de la Rosa AP	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Atreya CD	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Kang Y	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Coulson BS	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Kugita M	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Minamoto N	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	McCrae MA	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Glass RI	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Kawagishi T	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Holloway G	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Matsuura Y	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Komoto S	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Taniguchi K	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Fukuda S	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Ito N	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Kanai Y	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Mori Y	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Kobayashi T	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Masubuchi K	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Ito H	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	Johnson RI	Biomedical expert	0.9802
NSP6 protein, rotavirus group A	SPECC1	Gene/Protein	1.13E-5
NSP6 protein, rotavirus group A	SH2D3A	Gene/Protein	2.84E-5
NSP6 protein, rotavirus group A	viral genome replication	Biological process	8.49E-5
NSP6 protein, rotavirus group A	protein transport	Biological process	0.0116
NSP6 protein, rotavirus group A	phosphorylation	Biological process	0.0629
NSP6 protein, rotavirus group A	growth	Biological process	0.448
NSP6 protein, rotavirus group A	Lamb	Food	0.00184
NSP6 protein, rotavirus group A	Protein	Food	0.0134
NSP6 protein, rotavirus group A	Chicken	Food	0.0137
NSP6 protein, rotavirus group A	Rotavirus	MeSH	8.1E-5
NSP6 protein, rotavirus group A	Gene Expression Regulation, Viral	MeSH	7.43E-4
NSP6 protein, rotavirus group A	Virus Replication	MeSH	0.00163
NSP6 protein, rotavirus group A	Genome, Viral	MeSH	0.00173
NSP6 protein, rotavirus group A	Conserved Sequence	MeSH	0.00185
NSP6 protein, rotavirus group A	Product Packaging	MeSH	0.00416
NSP6 protein, rotavirus group A	Sequence Homology, Amino Acid	MeSH	0.00538
NSP6 protein, rotavirus group A	Genome	MeSH	0.00744
NSP6 protein, rotavirus group A	Cercopithecus aethiops	MeSH	0.00787
NSP6 protein, rotavirus group A	Viruses	MeSH	0.00826
NSP6 protein, rotavirus group A	Chromatography, Affinity	MeSH	0.0105
NSP6 protein, rotavirus group A	Phylogeny	MeSH	0.0106
NSP6 protein, rotavirus group A	Open Reading Frames	MeSH	0.0132
NSP6 protein, rotavirus group A	Genetic Vectors	MeSH	0.0157
NSP6 protein, rotavirus group A	Horses	MeSH	0.0167
NSP6 protein, rotavirus group A	Birds	MeSH	0.0184
NSP6 protein, rotavirus group A	Genetics	MeSH	0.0215
NSP6 protein, rotavirus group A	Haplorhini	MeSH	0.0231
NSP6 protein, rotavirus group A	Virulence	MeSH	0.0251
NSP6 protein, rotavirus group A	Cricetinae	MeSH	0.0261
NSP6 protein, rotavirus group A	Amino Acid Sequence	MeSH	0.0265
NSP6 protein, rotavirus group A	Base Sequence	MeSH	0.0268
NSP6 protein, rotavirus group A	Sheep	MeSH	0.0285
NSP6 protein, rotavirus group A	Chickens	MeSH	0.0319
NSP6 protein, rotavirus group A	China	MeSH	0.035
NSP6 protein, rotavirus group A	Molecular Sequence Data	MeSH	0.036
NSP6 protein, rotavirus group A	Cloning, Molecular	MeSH	0.0369
NSP6 protein, rotavirus group A	Animals	MeSH	0.0471
NSP6 protein, rotavirus group A	Genes	MeSH	0.0474
NSP6 protein, rotavirus group A	Swine	MeSH	0.0566
NSP6 protein, rotavirus group A	Escherichia coli	MeSH	0.0578
NSP6 protein, rotavirus group A	Database	MeSH	0.062
NSP6 protein, rotavirus group A	Observation	MeSH	0.0657
NSP6 protein, rotavirus group A	Blotting, Western	MeSH	0.0738
NSP6 protein, rotavirus group A	Research Report	MeSH	0.0762
NSP6 protein, rotavirus group A	Role	MeSH	0.0803
NSP6 protein, rotavirus group A	Cattle	MeSH	0.0816
NSP6 protein, rotavirus group A	Cells, Cultured	MeSH	0.132
NSP6 protein, rotavirus group A	Child	MeSH	0.155
NSP6 protein, rotavirus group A	Kinetics	MeSH	0.156
NSP6 protein, rotavirus group A	Mice	MeSH	0.717
NSP6 protein, rotavirus group A	Humans	MeSH	1.0
NSP6 protein, rotavirus group A	cytoplasm	Cellular component	0.00815
NSP6 protein, rotavirus group A	cytosol	Cellular component	0.0155
NSP6 protein, rotavirus group A	cell	Cellular component	1.0
